"GeneID" "Cluster" "Name"
"1466" "YDR416W" "insignificant" "SYF1"
"1467" "YDR417C" "insignificant" ""
"1468" "YDR418W" "insignificant" "RPL12B"
"1469" "YDR419W" "cluster4" "RAD30"
"1470" "YDR420W" "insignificant" "HKR1"
"1471" "YDR421W" "insignificant" "ARO80"
"1472" "YDR422C" "insignificant" "SIP1"
"1473" "YDR423C" "insignificant" "CAD1"
"1474" "YDR424C" "insignificant" "DYN2"
"1475" "YDR425W" "insignificant" "SNX41"
"1476" "YDR426C" "insignificant" ""
"1477" "YDR427W" "insignificant" "RPN9"
"1478" "YDR428C" "insignificant" "BNA7"
"1479" "YDR429C" "insignificant" "TIF35"
"1480" "YDR430C" "insignificant" "CYM1"
"1481" "YDR431W" "insignificant" ""
"1482" "YDR432W" "insignificant" "NPL3"
"1483" "YDR433W" "insignificant" ""
"1484" "YDR434W" "insignificant" "GPI17"
"1485" "YDR435C" "insignificant" "PPM1"
"1486" "YDR436W" "insignificant" "PPZ2"
"1487" "YDR437W" "insignificant" "GPI19"
"1488" "YDR438W" "insignificant" "THI74"
"1489" "YDR439W" "insignificant" "LRS4"
"1490" "YDR440W" "insignificant" "DOT1"
"1491" "YDR441C" "insignificant" "APT2"
"1492" "YDR442W" "insignificant" ""
"1493" "YDR443C" "insignificant" "SSN2"
"1494" "YDR444W" "insignificant" ""
"1495" "YDR445C" "insignificant" ""
"1496" "YDR446W" "insignificant" "ECM11"
"1497" "YDR447C" "insignificant" "RPS17B"
"1498" "YDR448W" "insignificant" "ADA2"
"1499" "YDR449C" "insignificant" "UTP6"
"1500" "YDR450W" "insignificant" "RPS18A"
"1501" "YDR451C" "cluster4" "YHP1"
"1502" "YDR452W" "insignificant" "PPN1"
"1503" "YDR453C" "insignificant" "TSA2"
"1504" "YDR454C" "insignificant" "GUK1"
"1505" "YDR455C" "insignificant" ""
"1506" "YDR456W" "insignificant" "NHX1"
"1507" "YDR457W" "insignificant" "TOM1"
"1508" "YDR458C" "cluster4" "HEH2"
"1509" "YDR459C" "insignificant" "PFA5"
"1510" "YDR460W" "insignificant" "TFB3"
"1511" "YDR461C-A" "insignificant" ""
"1512" "YDR461W" "insignificant" "MFA1"
"1513" "YDR462W" "insignificant" "MRPL28"
"1514" "YDR463W" "insignificant" "STP1"
"1515" "YDR464C-A" "insignificant" ""
"1516" "YDR464W" "insignificant" "SPP41"
"1517" "YDR465C" "insignificant" "RMT2"
"1518" "YDR466W" "insignificant" "PKH3"
"1519" "YDR467C" "insignificant" ""
"1520" "YDR468C" "insignificant" "TLG1"
"1521" "YDR469W" "insignificant" "SDC1"
"1522" "YDR470C" "insignificant" "UGO1"
"1523" "YDR471W" "insignificant" "RPL27B"
"1524" "YDR472W" "cluster4" "TRS31"
"1525" "YDR473C" "cluster4" "PRP3"
"1526" "YDR475C" "insignificant" "JIP4"
"1527" "YDR476C" "insignificant" ""
"1528" "YDR477W" "insignificant" "SNF1"
"1529" "YDR478W" "insignificant" "SNM1"
"1530" "YDR479C" "insignificant" "PEX29"
"1531" "YDR480W" "insignificant" "DIG2"
"1532" "YDR481C" "insignificant" "PHO8"
"1533" "YDR482C" "insignificant" "CWC21"
"1534" "YDR483W" "insignificant" "KRE2"
"1535" "YDR484W" "insignificant" "VPS52"
"1536" "YDR485C" "insignificant" "VPS72"
"1537" "YDR486C" "insignificant" "VPS60"
"1538" "YDR487C" "insignificant" "RIB3"
"1539" "YDR488C" "insignificant" "PAC11"
"1540" "YDR489W" "insignificant" "SLD5"
"1541" "YDR490C" "insignificant" "PKH1"
"1542" "YDR491C" "insignificant" ""
"1543" "YDR492W" "insignificant" "IZH1"
"1544" "YDR493W" "insignificant" "MZM1"
"1545" "YDR494W" "insignificant" "RSM28"
"1546" "YDR495C" "insignificant" "VPS3"
"1547" "YDR496C" "insignificant" "PUF6"
"1548" "YDR497C" "insignificant" "ITR1"
"1549" "YDR498C" "cluster4" "SEC20"
"1550" "YDR499W" "insignificant" "LCD1"
"1551" "YDR500C" "insignificant" "RPL37B"
"1552" "YDR501W" "cluster5" "PLM2"
"1553" "YDR502C" "insignificant" "SAM2"
"1554" "YDR503C" "insignificant" "LPP1"
"1555" "YDR504C" "insignificant" "SPG3"
"1556" "YDR505C" "insignificant" "PSP1"
"1557" "YDR506C" "insignificant" "GMC1"
"1558" "YDR507C" "cluster4" "GIN4"
"1559" "YDR508C" "insignificant" "GNP1"
"1560" "YDR509W" "insignificant" ""
"1561" "YDR510C-A" "insignificant" ""
"1562" "YDR510W" "insignificant" "SMT3"
"1563" "YDR511W" "insignificant" "SDH7"
"1564" "YDR512C" "insignificant" "EMI1"
"1565" "YDR513W" "insignificant" "GRX2"
"1566" "YDR514C" "insignificant" ""
"1567" "YDR515W" "insignificant" "SLF1"
"1568" "YDR516C" "insignificant" "EMI2"
"1569" "YDR517W" "insignificant" "GRH1"
"1570" "YDR518W" "insignificant" "EUG1"
"1571" "YDR519W" "insignificant" "FPR2"
"1572" "YDR520C" "insignificant" "URC2"
"1573" "YDR521W" "insignificant" ""
"1574" "YDR522C" "insignificant" "SPS2"
"1575" "YDR523C" "insignificant" "SPS1"
"1576" "YDR524C" "insignificant" "AGE1"
"1577" "YDR524C-A" "insignificant" ""
"1578" "YDR524C-B" "insignificant" ""
"1579" "YDR524W-C" "insignificant" ""
"1580" "YDR525W" "insignificant" "API2"
"1581" "YDR525W-A" "insignificant" "SNA2"
"1582" "YDR526C" "insignificant" ""
"1583" "YDR527W" "insignificant" "RBA50"
"1584" "YDR528W" "cluster4" "HLR1"
"1585" "YDR529C" "insignificant" "QCR7"
"1586" "YDR530C" "insignificant" "APA2"
"1587" "YDR531W" "insignificant" "CAB1"
"1588" "YDR532C" "insignificant" "KRE28"
"1589" "YDR533C" "insignificant" "HSP31"
"1590" "YDR534C" "insignificant" "FIT1"
"1591" "YDR535C" "insignificant" ""
"1592" "YDR536W" "insignificant" "STL1"
"1593" "YDR537C" "insignificant" ""
"1594" "YDR538W" "insignificant" "PAD1"
"1595" "YDR539W" "insignificant" "FDC1"
"1596" "YDR540C" "insignificant" "IRC4"
"1597" "YDR541C" "insignificant" ""
"1598" "YDR542W" "cluster9" "PAU10"
"1599" "YDR543C" "insignificant" ""
"1600" "YDR544C" "insignificant" ""
"1601" "YDR545W" "insignificant" "YRF1-1"
"1602" "YEL001C" "insignificant" "IRC22"
"1603" "YEL002C" "insignificant" "WBP1"
"1604" "YEL003W" "insignificant" "GIM4"
"1605" "YEL004W" "insignificant" "YEA4"
"1606" "YEL005C" "insignificant" "VAB2"
"1607" "YEL006W" "insignificant" "YEA6"
"1608" "YEL007W" "insignificant" "MIT1"
"1609" "YEL008C-A" "insignificant" ""
"1610" "YEL008W" "insignificant" ""
"1611" "YEL009C" "insignificant" "GCN4"
"1612" "YEL009C-A" "insignificant" ""
"1613" "YEL010W" "insignificant" ""
"1614" "YEL011W" "insignificant" "GLC3"
"1615" "YEL012W" "insignificant" "UBC8"
"1616" "YEL013W" "insignificant" "VAC8"
"1617" "YEL014C" "insignificant" ""
"1618" "YEL015W" "insignificant" "EDC3"
"1619" "YEL016C" "insignificant" "NPP2"
"1620" "YEL017C-A" "insignificant" "PMP2"
"1621" "YEL017W" "insignificant" "GTT3"
"1622" "YEL018C-A" "insignificant" ""
"1623" "YEL018W" "insignificant" "EAF5"
"1624" "YEL019C" "insignificant" "MMS21"
"1625" "YEL020C" "insignificant" "PXP1"
"1626" "YEL020C-B" "insignificant" ""
"1627" "YEL020W-A" "insignificant" "TIM9"
"1628" "YEL021W" "cluster7" "URA3"
"1629" "YEL022W" "insignificant" "GEA2"
"1630" "YEL023C" "insignificant" ""
"1631" "YEL024W" "insignificant" "RIP1"
"1632" "YEL025C" "insignificant" ""
"1633" "YEL026W" "insignificant" "SNU13"
"1634" "YEL027W" "insignificant" "VMA3"
"1635" "YEL028W" "insignificant" ""
"1636" "YEL029C" "insignificant" "BUD16"
"1637" "YEL030C-A" "insignificant" ""
"1638" "YEL030W" "insignificant" "ECM10"
"1639" "YEL031W" "insignificant" "SPF1"
"1640" "YEL032C-A" "insignificant" ""
"1641" "YEL032W" "insignificant" "MCM3"
"1642" "YEL033W" "insignificant" "MTC7"
"1643" "YEL034C-A" "insignificant" ""
"1644" "YEL034W" "insignificant" "HYP2"
"1645" "YEL035C" "insignificant" "UTR5"
"1646" "YEL036C" "insignificant" "ANP1"
"1647" "YEL037C" "insignificant" "RAD23"
"1648" "YEL038W" "insignificant" "UTR4"
"1649" "YEL039C" "insignificant" "CYC7"
"1650" "YEL040W" "insignificant" "UTR2"
"1651" "YEL041W" "insignificant" "YEF1"
"1652" "YEL042W" "insignificant" "GDA1"
"1653" "YEL043W" "insignificant" ""
"1654" "YEL044W" "insignificant" "IES6"
"1655" "YEL045C" "insignificant" ""
"1656" "YEL046C" "insignificant" "GLY1"
"1657" "YEL047C" "insignificant" "FRD1"
"1658" "YEL048C" "insignificant" "TCA17"
"1659" "YEL049W" "insignificant" "PAU2"
"1660" "YEL050C" "insignificant" "RML2"
"1661" "YEL050W-A" "insignificant" ""
"1662" "YEL051W" "insignificant" "VMA8"
"1663" "YEL052W" "insignificant" "AFG1"
"1664" "YEL053C" "insignificant" "MAK10"
"1665" "YEL053W-A" "insignificant" ""
"1666" "YEL054C" "insignificant" "RPL12A"
"1667" "YEL055C" "insignificant" "POL5"
"1668" "YEL056W" "insignificant" "HAT2"
"1669" "YEL057C" "insignificant" "SDD1"
"1670" "YEL058W" "insignificant" "PCM1"
"1671" "YEL059C-A" "insignificant" "SOM1"
"1672" "YEL059W" "insignificant" "HHY1"
"1673" "YEL060C" "insignificant" "PRB1"
"1674" "YEL061C" "insignificant" "CIN8"
"1675" "YEL062W" "insignificant" "NPR2"
"1676" "YEL063C" "insignificant" "CAN1"
"1677" "YEL064C" "insignificant" "AVT2"
"1678" "YEL065W" "insignificant" "SIT1"
"1679" "YEL066W" "insignificant" "HPA3"
"1680" "YEL067C" "insignificant" ""
"1681" "YEL068C" "insignificant" ""
"1682" "YEL069C" "insignificant" "HXT13"
"1683" "YEL070W" "cluster10" "DSF1"
"1684" "YEL071W" "insignificant" "DLD3"
"1685" "YEL072W" "insignificant" "RMD6"
"1686" "YEL073C" "insignificant" ""
"1687" "YEL074W" "insignificant" ""
"1688" "YEL075C" "insignificant" ""
"1689" "YEL075W-A" "insignificant" ""
"1690" "YEL076C" "insignificant" ""
"1691" "YEL076C-A" "insignificant" ""
"1692" "YEL077C" "insignificant" ""
"1693" "YEL077W-A" "insignificant" ""
"1694" "YER001W" "insignificant" "MNN1"
"1695" "YER002W" "cluster3" "NOP16"
"1696" "YER003C" "insignificant" "PMI40"
"1697" "YER004W" "insignificant" "FMP52"
"1698" "YER005W" "insignificant" "YND1"
"1699" "YER006C-A" "insignificant" ""
"1700" "YER006W" "insignificant" "NUG1"
"1701" "YER007C-A" "insignificant" "TMA20"
"1702" "YER007W" "insignificant" "PAC2"
"1703" "YER008C" "insignificant" "SEC3"
"1704" "YER009W" "insignificant" "NTF2"
"1705" "YER010C" "insignificant" ""
"1706" "YER011W" "insignificant" "TIR1"
"1707" "YER012W" "insignificant" "PRE1"
"1708" "YER013W" "insignificant" "PRP22"
"1709" "YER014C-A" "insignificant" "BUD25"
"1710" "YER014W" "insignificant" "HEM14"
"1711" "YER015W" "insignificant" "FAA2"
"1712" "YER016W" "insignificant" "BIM1"
"1713" "YER017C" "insignificant" "AFG3"
"1714" "YER018C" "insignificant" "SPC25"
"1715" "YER019C-A" "insignificant" "SBH2"
"1716" "YER019W" "insignificant" "ISC1"
"1717" "YER020W" "insignificant" "GPA2"
"1718" "YER021W" "insignificant" "RPN3"
"1719" "YER022W" "insignificant" "SRB4"
"1720" "YER023C-A" "insignificant" ""
"1721" "YER023W" "insignificant" "PRO3"
"1722" "YER024W" "insignificant" "YAT2"
"1723" "YER025W" "insignificant" "GCD11"
"1724" "YER026C" "insignificant" "CHO1"
"1725" "YER027C" "insignificant" "GAL83"
"1726" "YER028C" "insignificant" "MIG3"
"1727" "YER029C" "insignificant" "SMB1"
"1728" "YER030W" "insignificant" "CHZ1"
"1729" "YER031C" "insignificant" "YPT31"
"1730" "YER032W" "insignificant" "FIR1"
"1731" "YER033C" "insignificant" "ZRG8"
"1732" "YER034W" "insignificant" ""
"1733" "YER035W" "insignificant" "EDC2"
"1734" "YER036C" "insignificant" "ARB1"
"1735" "YER037W" "insignificant" "PHM8"
"1736" "YER038C" "insignificant" "KRE29"
"1737" "YER038W-A" "insignificant" "FMP49"
"1738" "YER039C" "insignificant" "HVG1"
"1739" "YER039C-A" "insignificant" ""
"1740" "YER040W" "insignificant" "GLN3"
"1741" "YER041W" "insignificant" "YEN1"
"1742" "YER042W" "insignificant" "MXR1"
"1743" "YER043C" "insignificant" "SAH1"
"1744" "YER044C" "insignificant" "ERG28"
"1745" "YER044C-A" "insignificant" "MEI4"
"1746" "YER045C" "insignificant" "ACA1"
"1747" "YER046W" "insignificant" "SPO73"
"1748" "YER046W-A" "insignificant" ""
"1749" "YER047C" "insignificant" "SAP1"
"1750" "YER048C" "insignificant" "CAJ1"
"1751" "YER048W-A" "insignificant" "ISD11"
"1752" "YER049W" "insignificant" "TPA1"
"1753" "YER050C" "insignificant" "RSM18"
"1754" "YER051W" "insignificant" "JHD1"
"1755" "YER052C" "insignificant" "HOM3"
"1756" "YER053C" "insignificant" "PIC2"
"1757" "YER053C-A" "insignificant" ""
"1758" "YER054C" "insignificant" "GIP2"
"1759" "YER055C" "insignificant" "HIS1"
"1760" "YER056C" "insignificant" "FCY2"
"1761" "YER056C-A" "insignificant" "RPL34A"
"1762" "YER057C" "insignificant" "HMF1"
"1763" "YER058W" "insignificant" "PET117"
"1764" "YER059W" "insignificant" "PCL6"
"1765" "YER060W" "insignificant" "FCY21"
"1766" "YER060W-A" "insignificant" "FCY22"
"1767" "YER061C" "insignificant" "CEM1"
"1768" "YER062C" "insignificant" "GPP2"
"1769" "YER063W" "insignificant" "THO1"
"1770" "YER064C" "insignificant" "VHR2"
"1771" "YER065C" "insignificant" "ICL1"
"1772" "YER066C-A" "insignificant" ""
"1773" "YER066W" "insignificant" "RRT13"
"1774" "YER067C-A" "insignificant" ""
"1775" "YER067W" "insignificant" "RGI1"
"1776" "YER068C-A" "insignificant" ""
"1777" "YER068W" "insignificant" "MOT2"
"1778" "YER069W" "insignificant" "ARG5,6"
"1779" "YER070W" "cluster5" "RNR1"
"1780" "YER071C" "insignificant" "TDA2"
"1781" "YER072W" "insignificant" "VTC1"
"1782" "YER073W" "insignificant" "ALD5"
"1783" "YER074W" "insignificant" "RPS24A"
"1784" "YER074W-A" "insignificant" "YOS1"
"1785" "YER075C" "insignificant" "PTP3"
"1786" "YER076C" "insignificant" ""
"1787" "YER076W-A" "insignificant" ""
"1788" "YER077C" "insignificant" "MRX1"
"1789" "YER078C" "insignificant" "ICP55"
"1790" "YER078W-A" "insignificant" ""
"1791" "YER079C-A" "insignificant" ""
"1792" "YER079W" "insignificant" ""
"1793" "YER080W" "insignificant" "AIM9"
"1794" "YER081W" "insignificant" "SER3"
"1795" "YER082C" "insignificant" "UTP7"
"1796" "YER083C" "insignificant" "GET2"
"1797" "YER084W" "insignificant" ""
"1798" "YER084W-A" "insignificant" ""
"1799" "YER085C" "insignificant" ""
"1800" "YER086W" "insignificant" "ILV1"
"1801" "YER087C-A" "insignificant" ""
"1802" "YER087C-B" "insignificant" "SBH1"
"1803" "YER087W" "insignificant" "AIM10"
"1804" "YER088C" "insignificant" "DOT6"
"1805" "YER088C-A" "insignificant" ""
"1806" "YER088W-B" "insignificant" ""
"1807" "YER089C" "insignificant" "PTC2"
"1808" "YER090C-A" "insignificant" ""
"1809" "YER090W" "insignificant" "TRP2"
"1810" "YER091C" "insignificant" "MET6"
"1811" "YER091C-A" "insignificant" ""
"1812" "YER092W" "insignificant" "IES5"
"1813" "YER093C" "insignificant" "TSC11"
"1814" "YER093C-A" "insignificant" "AIM11"
"1815" "YER094C" "insignificant" "PUP3"
"1816" "YER095W" "cluster2" "RAD51"
"1817" "YER096W" "insignificant" "SHC1"
"1818" "YER097W" "insignificant" ""
"1819" "YER098W" "insignificant" "UBP9"
"1820" "YER099C" "insignificant" "PRS2"
"1821" "YER100W" "insignificant" "UBC6"
"1822" "YER101C" "insignificant" "AST2"
"1823" "YER102W" "insignificant" "RPS8B"
"1824" "YER103W" "insignificant" "SSA4"
"1825" "YER104W" "insignificant" "RTT105"
"1826" "YER105C" "insignificant" "NUP157"
"1827" "YER106W" "insignificant" "MAM1"
"1828" "YER107C" "insignificant" "GLE2"
"1829" "YER107W-A" "insignificant" ""
"1830" "YER110C" "insignificant" "KAP123"
"1831" "YER111C" "insignificant" "SWI4"
"1832" "YER112W" "insignificant" "LSM4"
"1833" "YER113C" "insignificant" "TMN3"
"1834" "YER114C" "insignificant" "BOI2"
"1835" "YER115C" "insignificant" "SPR6"
"1836" "YER116C" "insignificant" "SLX8"
"1837" "YER117W" "insignificant" "RPL23B"
"1838" "YER118C" "insignificant" "SHO1"
"1839" "YER119C" "cluster2" "AVT6"
"1840" "YER119C-A" "insignificant" ""
"1841" "YER120W" "insignificant" "SCS2"
"1842" "YER121W" "insignificant" ""
"1843" "YER122C" "insignificant" "GLO3"
"1844" "YER123W" "cluster4" "YCK3"
"1845" "YER124C" "insignificant" "DSE1"
"1846" "YER125W" "insignificant" "RSP5"
"1847" "YER126C" "insignificant" "NSA2"
"1848" "YER127W" "insignificant" "LCP5"
"1849" "YER128W" "insignificant" "VFA1"
"1850" "YER129W" "insignificant" "SAK1"
"1851" "YER130C" "insignificant" "COM2"
"1852" "YER131W" "insignificant" "RPS26B"
"1853" "YER132C" "insignificant" "PMD1"
"1854" "YER133W" "insignificant" "GLC7"
"1855" "YER133W-A" "insignificant" ""
"1856" "YER134C" "insignificant" ""
"1857" "YER135C" "insignificant" ""
"1858" "YER136W" "insignificant" "GDI1"
"1859" "YER137C" "insignificant" ""
"1860" "YER137W-A" "insignificant" ""
"1861" "YER138C" "insignificant" NA
"1862" "YER138W-A" "insignificant" ""
"1863" "YER139C" "insignificant" "RTR1"
"1864" "YER140W" "insignificant" "EMP65"
"1865" "YER141W" "insignificant" "COX15"
"1866" "YER142C" "insignificant" "MAG1"
"1867" "YER143W" "insignificant" "DDI1"
"1868" "YER144C" "insignificant" "UBP5"
"1869" "YER145C" "insignificant" "FTR1"
"1870" "YER145C-A" "insignificant" ""
"1871" "YER146W" "insignificant" "LSM5"
"1872" "YER147C" "insignificant" "SCC4"
"1873" "YER147C-A" "insignificant" ""
"1874" "YER148W" "insignificant" "SPT15"
"1875" "YER148W-A" "insignificant" ""
"1876" "YER149C" "insignificant" "PEA2"
"1877" "YER150W" "insignificant" "SPI1"
"1878" "YER151C" "insignificant" "UBP3"
"1879" "YER152C" "insignificant" ""
"1880" "YER152W-A" "insignificant" ""
"1881" "YER153C" "insignificant" "PET122"
"1882" "YER154W" "insignificant" "OXA1"
"1883" "YER155C" "insignificant" "BEM2"
"1884" "YER156C" "insignificant" ""
"1885" "YER157W" "insignificant" "COG3"
"1886" "YER158C" "insignificant" ""
"1887" "YER158W-A" "insignificant" ""
"1888" "YER159C" "insignificant" "BUR6"
"1889" "YER160C" "insignificant" NA
"1890" "YER161C" "insignificant" "SPT2"
"1891" "YER162C" "insignificant" "RAD4"
"1892" "YER163C" "insignificant" "GCG1"
"1893" "YER164W" "insignificant" "CHD1"
"1894" "YER165C-A" "insignificant" ""
"1895" "YER165W" "insignificant" "PAB1"
"1896" "YER166W" "insignificant" "DNF1"
"1897" "YER167W" "cluster4" "BCK2"
"1898" "YER168C" "insignificant" "CCA1"
"1899" "YER169W" "insignificant" "RPH1"
"1900" "YER170W" "insignificant" "ADK2"
"1901" "YER171W" "insignificant" "RAD3"
"1902" "YER172C" "insignificant" "BRR2"
"1903" "YER172C-A" "insignificant" ""
"1904" "YER173W" "cluster4" "RAD24"
"1905" "YER174C" "insignificant" "GRX4"
"1906" "YER175C" "insignificant" "TMT1"
"1907" "YER175W-A" "insignificant" ""
"1908" "YER176W" "insignificant" "ECM32"
"1909" "YER177W" "insignificant" "BMH1"
"1910" "YER178W" "insignificant" "PDA1"
"1911" "YER179W" "insignificant" "DMC1"
"1912" "YER180C" "cluster4" "ISC10"
"1913" "YER180C-A" "insignificant" "SLO1"
"1914" "YER181C" "insignificant" ""
"1915" "YER182W" "insignificant" "FMP10"
"1916" "YER183C" "insignificant" "FAU1"
"1917" "YER184C" "insignificant" "TOG1"
"1918" "YER185W" "insignificant" "PUG1"
"1919" "YER186C" "insignificant" ""
"1920" "YER187W" "insignificant" ""
"1921" "YER188C-A" "insignificant" ""
"1922" "YER188W" "insignificant" ""
"1923" "YER189W" "insignificant" ""
"1924" "YER190W" "insignificant" "YRF1-2"
"1925" "YFL001W" "insignificant" "DEG1"
"1926" "YFL002C" "insignificant" "SPB4"
"1927" "YFL002W-A" "insignificant" NA
"1928" "YFL003C" "insignificant" "MSH4"
"1929" "YFL004W" "insignificant" "VTC2"
"1930" "YFL005W" "insignificant" "SEC4"
"1931" "YFL007W" "insignificant" "BLM10"
"1932" "YFL008W" "cluster4" "SMC1"
"1933" "YFL009W" "cluster4" "CDC4"
"1934" "YFL010C" "insignificant" "WWM1"
"1935" "YFL010W-A" "insignificant" "AUA1"
"1936" "YFL011W" "insignificant" "HXT10"
"1937" "YFL012W" "insignificant" ""
"1938" "YFL012W-A" "insignificant" ""
"1939" "YFL013C" "insignificant" "IES1"
"1940" "YFL013W-A" "insignificant" ""
"1941" "YFL014W" "insignificant" "HSP12"
"1942" "YFL015C" "insignificant" ""
"1943" "YFL015W-A" "insignificant" ""
"1944" "YFL016C" "insignificant" "MDJ1"
"1945" "YFL017C" "insignificant" "GNA1"
"1946" "YFL017W-A" "insignificant" "SMX2"
"1947" "YFL018C" "insignificant" "LPD1"
"1948" "YFL019C" "insignificant" ""
"1949" "YFL020C" "insignificant" "PAU5"
"1950" "YFL021C-A" "insignificant" ""
"1951" "YFL021W" "insignificant" "GAT1"
"1952" "YFL022C" "insignificant" "FRS2"
"1953" "YFL023W" "cluster3" "BUD27"
"1954" "YFL024C" "insignificant" "EPL1"
"1955" "YFL025C" "insignificant" "BST1"
"1956" "YFL026W" "insignificant" "STE2"
"1957" "YFL027C" "insignificant" "GYP8"
"1958" "YFL028C" "insignificant" "CAF16"
"1959" "YFL029C" "insignificant" "CAK1"
"1960" "YFL030W" "insignificant" "AGX1"
"1961" "YFL031C-A" "insignificant" ""
"1962" "YFL031W" "insignificant" "HAC1"
"1963" "YFL032W" "insignificant" ""
"1964" "YFL033C" "insignificant" "RIM15"
"1965" "YFL034C-A" "insignificant" "RPL22B"
"1966" "YFL034C-B" "insignificant" "MOB2"
"1967" "YFL034W" "cluster4" "MIL1"
"1968" "YFL036W" "insignificant" "RPO41"
"1969" "YFL037W" "insignificant" "TUB2"
"1970" "YFL038C" "insignificant" "YPT1"
"1971" "YFL039C" "insignificant" "ACT1"
"1972" "YFL040W" "insignificant" ""
"1973" "YFL041W" "insignificant" "FET5"
"1974" "YFL041W-A" "insignificant" ""
"1975" "YFL042C" "insignificant" "LAM5"
"1976" "YFL044C" "cluster2" "OTU1"
"1977" "YFL045C" "insignificant" "SEC53"
"1978" "YFL046W" "insignificant" "FMP32"
"1979" "YFL047W" "insignificant" "RGD2"
"1980" "YFL048C" "insignificant" "EMP47"
"1981" "YFL049W" "insignificant" "SWP82"
"1982" "YFL050C" "insignificant" "ALR2"
"1983" "YFL051C" "insignificant" ""
"1984" "YFL052W" "insignificant" "ZNF1"
"1985" "YFL053W" "insignificant" "DAK2"
"1986" "YFL054C" "insignificant" "AQY3"
"1987" "YFL055W" "insignificant" "AGP3"
"1988" "YFL056C" "insignificant" NA
"1989" "YFL058W" "insignificant" "THI5"
"1990" "YFL059W" "insignificant" "SNZ3"
"1991" "YFL060C" "insignificant" "SNO3"
"1992" "YFL061W" "insignificant" "DDI2"
"1993" "YFL062W" "insignificant" "COS4"
"1994" "YFL063W" "insignificant" ""
"1995" "YFL064C" "insignificant" ""
"1996" "YFL065C" "insignificant" ""
"1997" "YFL066C" "insignificant" ""
"1998" "YFL067W" "insignificant" ""
"1999" "YFR001W" "insignificant" "LOC1"
"2000" "YFR002W" "insignificant" "NIC96"
"2001" "YFR003C" "insignificant" "YPI1"
"2002" "YFR004W" "insignificant" "RPN11"
"2003" "YFR005C" "insignificant" "SAD1"
"2004" "YFR006W" "insignificant" ""
"2005" "YFR007W" "insignificant" "YFH7"
"2006" "YFR008W" "insignificant" "FAR7"
"2007" "YFR009W" "insignificant" "GCN20"
"2008" "YFR010W" "insignificant" "UBP6"
"2009" "YFR011C" "insignificant" "MIC19"
"2010" "YFR012W" "insignificant" "DCV1"
"2011" "YFR012W-A" "insignificant" ""
"2012" "YFR013W" "insignificant" "IOC3"
"2013" "YFR014C" "insignificant" "CMK1"
"2014" "YFR015C" "insignificant" "GSY1"
"2015" "YFR016C" "insignificant" ""
"2016" "YFR017C" "insignificant" "IGD1"
"2017" "YFR018C" "insignificant" ""
"2018" "YFR019W" "insignificant" "FAB1"
"2019" "YFR020W" "insignificant" "CSS2"
"2020" "YFR021W" "insignificant" "ATG18"
"2021" "YFR022W" "insignificant" "ROG3"
"2022" "YFR023W" "insignificant" "PES4"
"2023" "YFR024C-A" "insignificant" "LSB3"
"2024" "YFR025C" "insignificant" "HIS2"
"2025" "YFR026C" "insignificant" "ULI1"
"2026" "YFR027W" "insignificant" "ECO1"
"2027" "YFR028C" "insignificant" "CDC14"
"2028" "YFR029W" "cluster1" "PTR3"
"2029" "YFR030W" "cluster5" "MET10"
"2030" "YFR031C" "cluster4" "SMC2"
"2031" "YFR031C-A" "insignificant" "RPL2A"
"2032" "YFR032C" "insignificant" "RRT5"
"2033" "YFR032C-A" "insignificant" "RPL29"
"2034" "YFR032C-B" "insignificant" ""
"2035" "YFR033C" "insignificant" "QCR6"
"2036" "YFR034C" "insignificant" "PHO4"
"2037" "YFR034W-A" "insignificant" ""
"2038" "YFR035C" "insignificant" ""
"2039" "YFR036W" "insignificant" "CDC26"
"2040" "YFR036W-A" "insignificant" ""
"2041" "YFR037C" "insignificant" "RSC8"
"2042" "YFR038W" "insignificant" "IRC5"
"2043" "YFR039C" "insignificant" "OSW7"
"2044" "YFR040W" "insignificant" "SAP155"
"2045" "YFR041C" "insignificant" "ERJ5"
"2046" "YFR042W" "insignificant" "KEG1"
"2047" "YFR043C" "insignificant" "IRC6"
"2048" "YFR044C" "insignificant" "DUG1"
"2049" "YFR045W" "insignificant" ""
"2050" "YFR046C" "insignificant" "CNN1"
"2051" "YFR047C" "insignificant" "BNA6"
"2052" "YFR048W" "insignificant" "RMD8"
"2053" "YFR049W" "insignificant" "YMR31"
"2054" "YFR050C" "insignificant" "PRE4"
"2055" "YFR051C" "insignificant" "RET2"
"2056" "YFR052C-A" "insignificant" ""
"2057" "YFR052W" "insignificant" "RPN12"
"2058" "YFR053C" "insignificant" "HXK1"
"2059" "YFR054C" "insignificant" ""
"2060" "YFR055W" "cluster7" "IRC7"
"2061" "YFR056C" "insignificant" ""
"2062" "YFR057W" "insignificant" ""
"2063" "YGL001C" "insignificant" "ERG26"
"2064" "YGL002W" "insignificant" "ERP6"
"2065" "YGL003C" "insignificant" "CDH1"
"2066" "YGL004C" "insignificant" "RPN14"
"2067" "YGL005C" "insignificant" "COG7"
"2068" "YGL006W" "insignificant" "PMC1"
"2069" "YGL006W-A" "insignificant" ""
"2070" "YGL007C-A" "insignificant" ""
"2071" "YGL007W" "insignificant" "BRP1"
"2072" "YGL008C" "insignificant" "PMA1"
"2073" "YGL009C" "insignificant" "LEU1"
