"GeneID" "Cluster"
"187" "YBR183W" "cluster2"
"188" "YBR185C" "cluster5"
"189" "YBR186W" "cluster3"
"190" "YBR187W" "cluster1"
"191" "YBR189W" "cluster1"
"192" "YBR191W" "cluster1"
"193" "YBR193C" "cluster5"
"194" "YBR194W" "cluster5"
"195" "YBR196C" "cluster6"
"196" "YBR199W" "cluster3"
"197" "YBR201W" "cluster5"
"198" "YBR202W" "cluster3"
"199" "YBR203W" "cluster2"
"200" "YBR208C" "cluster6"
"201" "YBR212W" "cluster4"
"202" "YBR214W" "cluster2"
"203" "YBR223C" "cluster4"
"204" "YBR225W" "cluster4"
"205" "YBR227C" "cluster3"
"206" "YBR229C" "cluster3"
"207" "YBR230C" "cluster2"
"208" "YBR230W-A" "cluster2"
"209" "YBR231C" "cluster5"
"210" "YBR233W" "cluster3"
"211" "YBR238C" "cluster6"
"212" "YBR239C" "cluster3"
"213" "YBR240C" "cluster2"
"214" "YBR241C" "cluster2"
"215" "YBR242W" "cluster3"
"216" "YBR243C" "cluster3"
"217" "YBR245C" "cluster3"
"218" "YBR247C" "cluster1"
"219" "YBR248C" "cluster3"
"220" "YBR249C" "cluster1"
"221" "YBR251W" "cluster5"
"222" "YBR258C" "cluster5"
"223" "YBR259W" "cluster3"
"224" "YBR263W" "cluster3"
"225" "YBR265W" "cluster3"
"226" "YBR267W" "cluster1"
"227" "YBR268W" "cluster5"
"228" "YBR269C" "cluster4"
"229" "YBR271W" "cluster1"
"230" "YBR272C" "cluster5"
"231" "YBR273C" "cluster5"
"232" "YBR275C" "cluster3"
"233" "YBR276C" "cluster3"
"234" "YBR278W" "cluster5"
"235" "YBR280C" "cluster4"
"236" "YBR283C" "cluster3"
"237" "YBR285W" "cluster8"
"238" "YBR287W" "cluster4"
"239" "YBR289W" "cluster3"
"240" "YBR294W" "cluster4"
"241" "YBR295W" "cluster4"
"242" "YBR296C" "cluster7"
"243" "YBR297W" "cluster2"
"244" "YBR298C" "cluster2"
"245" "YBR299W" "cluster2"
"246" "YCL002C" "cluster3"
"247" "YCL008C" "cluster5"
"248" "YCL012C" "cluster4"
"249" "YCL014W" "cluster3"
"250" "YCL016C" "cluster3"
"251" "YCL018W" "cluster9"
"252" "YCL024W" "cluster3"
"253" "YCL025C" "cluster2"
"254" "YCL026C-A" "cluster9"
"255" "YCL026C-B" "cluster2"
"256" "YCL027W" "cluster6"
"257" "YCL030C" "cluster6"
"258" "YCL031C" "cluster3"
"259" "YCL034W" "cluster5"
"260" "YCL035C" "cluster4"
"261" "YCL039W" "cluster5"
"262" "YCL040W" "cluster8"
"263" "YCL041C" "cluster8"
"264" "YCL043C" "cluster6"
"265" "YCL044C" "cluster4"
"266" "YCL045C" "cluster3"
"267" "YCL047C" "cluster3"
"268" "YCL049C" "cluster4"
"269" "YCL052C" "cluster5"
"270" "YCL054W" "cluster1"
"271" "YCL055W" "cluster3"
"272" "YCL056C" "cluster3"
"273" "YCL057W" "cluster5"
"274" "YCL058W-A" "cluster10"
"275" "YCL059C" "cluster1"
"276" "YCL061C" "cluster3"
"277" "YCL063W" "cluster3"
"278" "YCL064C" "cluster2"
"279" "YCL074W" "cluster7"
"280" "YCL075W" "cluster7"
"281" "YCL076W" "cluster7"
"282" "YCR004C" "cluster4"
"283" "YCR005C" "cluster2"
"284" "YCR006C" "cluster2"
"285" "YCR007C" "cluster4"
"286" "YCR008W" "cluster3"
"287" "YCR009C" "cluster5"
"288" "YCR011C" "cluster5"
"289" "YCR012W" "cluster9"
"290" "YCR014C" "cluster5"
"291" "YCR016W" "cluster1"
"292" "YCR020C-A" "cluster3"
"293" "YCR021C" "cluster8"
"294" "YCR027C" "cluster3"
"295" "YCR028C-A" "cluster3"
"296" "YCR030C" "cluster4"
"297" "YCR033W" "cluster5"
"298" "YCR034W" "cluster1"
"299" "YCR035C" "cluster3"
"300" "YCR037C" "cluster3"
"301" "YCR043C" "cluster1"
"302" "YCR048W" "cluster6"
"303" "YCR053W" "cluster1"
"304" "YCR054C" "cluster3"
"305" "YCR057C" "cluster1"
"306" "YCR061W" "cluster2"
"307" "YCR065W" "cluster3"
"308" "YCR067C" "cluster3"
"309" "YCR068W" "cluster2"
"310" "YCR069W" "cluster4"
"311" "YCR072C" "cluster1"
"312" "YCR073C" "cluster3"
"313" "YCR073W-A" "cluster4"
"314" "YCR075C" "cluster4"
"315" "YCR075W-A" "cluster6"
"316" "YCR076C" "cluster4"
"317" "YCR079W" "cluster4"
"318" "YCR084C" "cluster3"
"319" "YCR086W" "cluster3"
"320" "YCR087C-A" "cluster10"
"321" "YCR089W" "cluster4"
"322" "YCR090C" "cluster1"
"323" "YCR091W" "cluster2"
"324" "YCR093W" "cluster3"
"325" "YCR099C" "cluster2"
"326" "YCR100C" "cluster2"
"327" "YCR101C" "cluster2"
"328" "YDL001W" "cluster3"
"329" "YDL002C" "cluster3"
"330" "YDL003W" "cluster6"
"331" "YDL005C" "cluster3"
"332" "YDL006W" "cluster3"
"333" "YDL010W" "cluster4"
"334" "YDL014W" "cluster1"
"335" "YDL015C" "cluster3"
"336" "YDL016C" "cluster6"
"337" "YDL018C" "cluster5"
"338" "YDL019C" "cluster4"
"339" "YDL021W" "cluster8"
"340" "YDL022W" "cluster2"
"341" "YDL024C" "cluster8"
"342" "YDL029W" "cluster5"
"343" "YDL030W" "cluster3"
"344" "YDL031W" "cluster1"
"345" "YDL032W" "cluster7"
"346" "YDL033C" "cluster3"
"347" "YDL037C" "cluster9"
"348" "YDL039C" "cluster9"
"349" "YDL040C" "cluster3"
"350" "YDL045C" "cluster5"
"351" "YDL046W" "cluster4"
"352" "YDL051W" "cluster1"
"353" "YDL052C" "cluster3"
"354" "YDL054C" "cluster4"
