"GeneID" "Cluster"
"187" "YBR183W" "cluster4"
"188" "YBR185C" "cluster2"
"189" "YBR186W" "cluster3"
"190" "YBR187W" "cluster8"
"191" "YBR189W" "cluster10"
"192" "YBR191W" "cluster10"
"193" "YBR193C" "cluster2"
"194" "YBR194W" "cluster2"
"195" "YBR196C" "cluster5"
"196" "YBR199W" "cluster3"
"197" "YBR201W" "cluster2"
"198" "YBR202W" "cluster1"
"199" "YBR203W" "cluster4"
"200" "YBR208C" "cluster5"
"201" "YBR212W" "cluster6"
"202" "YBR214W" "cluster4"
"203" "YBR223C" "cluster6"
"204" "YBR225W" "cluster6"
"205" "YBR227C" "cluster1"
"206" "YBR229C" "cluster3"
"207" "YBR230C" "cluster4"
"208" "YBR230W-A" "cluster4"
"209" "YBR231C" "cluster2"
"210" "YBR233W" "cluster3"
"211" "YBR238C" "cluster5"
"212" "YBR239C" "cluster1"
"213" "YBR240C" "cluster4"
"214" "YBR241C" "cluster4"
"215" "YBR242W" "cluster1"
"216" "YBR243C" "cluster1"
"217" "YBR245C" "cluster1"
"218" "YBR247C" "cluster9"
"219" "YBR248C" "cluster1"
"220" "YBR249C" "cluster10"
"221" "YBR251W" "cluster2"
"222" "YBR258C" "cluster2"
"223" "YBR259W" "cluster3"
"224" "YBR263W" "cluster1"
"225" "YBR265W" "cluster1"
"226" "YBR267W" "cluster9"
"227" "YBR268W" "cluster2"
"228" "YBR269C" "cluster6"
"229" "YBR271W" "cluster8"
"230" "YBR272C" "cluster2"
"231" "YBR273C" "cluster2"
"232" "YBR275C" "cluster1"
"233" "YBR276C" "cluster1"
"234" "YBR278W" "cluster2"
"235" "YBR280C" "cluster6"
"236" "YBR283C" "cluster1"
"237" "YBR285W" "cluster11"
"238" "YBR287W" "cluster7"
"239" "YBR289W" "cluster3"
"240" "YBR294W" "cluster7"
"241" "YBR295W" "cluster7"
"242" "YBR296C" "cluster12"
"243" "YBR297W" "cluster4"
"244" "YBR298C" "cluster4"
"245" "YBR299W" "cluster4"
"246" "YCL002C" "cluster1"
"247" "YCL008C" "cluster2"
"248" "YCL012C" "cluster6"
"249" "YCL014W" "cluster1"
"250" "YCL016C" "cluster3"
"251" "YCL018W" "cluster13"
"252" "YCL024W" "cluster1"
"253" "YCL025C" "cluster4"
"254" "YCL026C-A" "cluster13"
"255" "YCL026C-B" "cluster4"
"256" "YCL027W" "cluster5"
"257" "YCL030C" "cluster5"
"258" "YCL031C" "cluster1"
"259" "YCL034W" "cluster2"
"260" "YCL035C" "cluster6"
"261" "YCL039W" "cluster2"
"262" "YCL040W" "cluster11"
"263" "YCL041C" "cluster11"
"264" "YCL043C" "cluster5"
"265" "YCL044C" "cluster7"
"266" "YCL045C" "cluster1"
"267" "YCL047C" "cluster3"
"268" "YCL049C" "cluster6"
"269" "YCL052C" "cluster2"
"270" "YCL054W" "cluster9"
"271" "YCL055W" "cluster3"
"272" "YCL056C" "cluster3"
"273" "YCL057W" "cluster2"
"274" "YCL058W-A" "cluster4"
"275" "YCL059C" "cluster9"
"276" "YCL061C" "cluster1"
"277" "YCL063W" "cluster1"
"278" "YCL064C" "cluster4"
"279" "YCL074W" "cluster12"
"280" "YCL075W" "cluster12"
"281" "YCL076W" "cluster12"
"282" "YCR004C" "cluster6"
"283" "YCR005C" "cluster4"
"284" "YCR006C" "cluster4"
"285" "YCR007C" "cluster7"
"286" "YCR008W" "cluster3"
"287" "YCR009C" "cluster2"
"288" "YCR011C" "cluster2"
"289" "YCR012W" "cluster13"
"290" "YCR014C" "cluster2"
"291" "YCR016W" "cluster9"
"292" "YCR020C-A" "cluster1"
"293" "YCR021C" "cluster11"
"294" "YCR027C" "cluster3"
"295" "YCR028C-A" "cluster1"
"296" "YCR030C" "cluster6"
"297" "YCR033W" "cluster2"
"298" "YCR034W" "cluster10"
"299" "YCR035C" "cluster1"
"300" "YCR037C" "cluster3"
"301" "YCR043C" "cluster8"
"302" "YCR048W" "cluster5"
"303" "YCR053W" "cluster8"
"304" "YCR054C" "cluster1"
"305" "YCR057C" "cluster8"
"306" "YCR061W" "cluster4"
"307" "YCR065W" "cluster1"
"308" "YCR067C" "cluster1"
"309" "YCR068W" "cluster4"
"310" "YCR069W" "cluster6"
"311" "YCR072C" "cluster9"
"312" "YCR073C" "cluster1"
"313" "YCR073W-A" "cluster6"
"314" "YCR075C" "cluster7"
"315" "YCR075W-A" "cluster5"
"316" "YCR076C" "cluster6"
"317" "YCR079W" "cluster6"
"318" "YCR084C" "cluster1"
"319" "YCR086W" "cluster3"
"320" "YCR087C-A" "cluster4"
"321" "YCR089W" "cluster7"
"322" "YCR090C" "cluster8"
"323" "YCR091W" "cluster4"
"324" "YCR093W" "cluster1"
"325" "YCR099C" "cluster4"
"326" "YCR100C" "cluster4"
"327" "YCR101C" "cluster4"
"328" "YDL001W" "cluster1"
"329" "YDL002C" "cluster3"
"330" "YDL003W" "cluster5"
"331" "YDL005C" "cluster3"
"332" "YDL006W" "cluster3"
"333" "YDL010W" "cluster7"
"334" "YDL014W" "cluster9"
"335" "YDL015C" "cluster1"
"336" "YDL016C" "cluster5"
"337" "YDL018C" "cluster2"
"338" "YDL019C" "cluster6"
"339" "YDL021W" "cluster11"
"340" "YDL022W" "cluster4"
"341" "YDL024C" "cluster11"
"342" "YDL029W" "cluster2"
"343" "YDL030W" "cluster1"
"344" "YDL031W" "cluster8"
"345" "YDL032W" "cluster12"
"346" "YDL033C" "cluster3"
"347" "YDL037C" "cluster13"
"348" "YDL039C" "cluster13"
"349" "YDL040C" "cluster1"
"350" "YDL045C" "cluster2"
"351" "YDL046W" "cluster7"
"352" "YDL051W" "cluster10"
"353" "YDL052C" "cluster1"
"354" "YDL054C" "cluster6"
"355" "YDL056W" "cluster3"
"356" "YDL058W" "cluster1"
"357" "YDL059C" "cluster2"
"358" "YDL060W" "cluster8"
"359" "YDL061C" "cluster10"
"360" "YDL063C" "cluster9"
"361" "YDL065C" "cluster2"
"362" "YDL066W" "cluster2"
"363" "YDL074C" "cluster1"
"364" "YDL075W" "cluster10"
"365" "YDL077C" "cluster3"
"366" "YDL078C" "cluster2"
"367" "YDL079C" "cluster6"
"368" "YDL081C" "cluster10"
"369" "YDL082W" "cluster10"
"370" "YDL083C" "cluster10"
"371" "YDL084W" "cluster8"
"372" "YDL085C-A" "cluster5"
"373" "YDL086W" "cluster7"
"374" "YDL087C" "cluster2"
"375" "YDL089W" "cluster2"
"376" "YDL090C" "cluster2"
"377" "YDL091C" "cluster2"
"378" "YDL093W" "cluster1"
"379" "YDL095W" "cluster1"
"380" "YDL097C" "cluster3"
"381" "YDL100C" "cluster1"
"382" "YDL101C" "cluster3"
"383" "YDL103C" "cluster3"
"384" "YDL106C" "cluster2"
"385" "YDL110C" "cluster4"
"386" "YDL112W" "cluster8"
"387" "YDL117W" "cluster1"
"388" "YDL119C" "cluster2"
"389" "YDL120W" "cluster2"
"390" "YDL122W" "cluster1"
"391" "YDL123W" "cluster6"
"392" "YDL124W" "cluster4"
"393" "YDL126C" "cluster2"
"394" "YDL127W" "cluster3"
"395" "YDL128W" "cluster3"
"396" "YDL130W-A" "cluster4"
"397" "YDL132W" "cluster3"
"398" "YDL133W" "cluster3"
"399" "YDL135C" "cluster3"
"400" "YDL136W" "cluster10"
"401" "YDL137W" "cluster2"
"402" "YDL141W" "cluster1"
"403" "YDL144C" "cluster2"
"404" "YDL148C" "cluster9"
"405" "YDL149W" "cluster2"
"406" "YDL150W" "cluster8"
"407" "YDL153C" "cluster9"
"408" "YDL154W" "cluster7"
"409" "YDL157C" "cluster5"
"410" "YDL164C" "cluster1"
"411" "YDL165W" "cluster3"
"412" "YDL167C" "cluster8"
"413" "YDL168W" "cluster3"
"414" "YDL169C" "cluster11"
"415" "YDL171C" "cluster5"
"416" "YDL173W" "cluster7"
"417" "YDL174C" "cluster6"
"418" "YDL175C" "cluster2"
"419" "YDL179W" "cluster1"
"420" "YDL182W" "cluster5"
"421" "YDL183C" "cluster7"
"422" "YDL184C" "cluster10"
"423" "YDL185W" "cluster1"
"424" "YDL188C" "cluster3"
"425" "YDL191W" "cluster10"
"426" "YDL192W" "cluster10"
"427" "YDL193W" "cluster2"
"428" "YDL195W" "cluster3"
"429" "YDL197C" "cluster2"
"430" "YDL198C" "cluster1"
"431" "YDL199C" "cluster6"
"432" "YDL201W" "cluster8"
"433" "YDL202W" "cluster2"
"434" "YDL204W" "cluster11"
"435" "YDL207W" "cluster3"
"436" "YDL208W" "cluster9"
"437" "YDL209C" "cluster8"
"438" "YDL210W" "cluster4"
"439" "YDL211C" "cluster1"
"440" "YDL212W" "cluster1"
"441" "YDL213C" "cluster9"
"442" "YDL215C" "cluster6"
"443" "YDL220C" "cluster3"
"444" "YDL224C" "cluster3"
"445" "YDL226C" "cluster1"
"446" "YDL227C" "cluster5"
"447" "YDL229W" "cluster10"
"448" "YDL230W" "cluster2"
"449" "YDL232W" "cluster1"
"450" "YDL234C" "cluster6"
"451" "YDL236W" "cluster1"
"452" "YDL240W" "cluster1"
"453" "YDL244W" "cluster11"
"454" "YDR002W" "cluster8"
"455" "YDR003W" "cluster6"
"456" "YDR003W-A" "cluster6"
"457" "YDR004W" "cluster3"
"458" "YDR005C" "cluster2"
"459" "YDR006C" "cluster3"
"460" "YDR007W" "cluster7"
"461" "YDR008C" "cluster12"
"462" "YDR012W" "cluster10"
"463" "YDR014W-A" "cluster11"
"464" "YDR021W" "cluster9"
"465" "YDR022C" "cluster6"
"466" "YDR023W" "cluster8"
"467" "YDR025W" "cluster10"
"468" "YDR028C" "cluster2"
"469" "YDR029W" "cluster7"
"470" "YDR033W" "cluster5"
"471" "YDR034C" "cluster3"
"472" "YDR034C-D" "cluster13"
"473" "YDR034W-B" "cluster11"
"474" "YDR035W" "cluster1"
"475" "YDR037W" "cluster8"
"476" "YDR038C" "cluster1"
"477" "YDR042C" "cluster4"
"478" "YDR043C" "cluster7"
"479" "YDR045C" "cluster8"
"480" "YDR046C" "cluster1"
"481" "YDR050C" "cluster5"
"482" "YDR051C" "cluster3"
"483" "YDR054C" "cluster2"
"484" "YDR055W" "cluster4"
"485" "YDR058C" "cluster2"
"486" "YDR060W" "cluster9"
"487" "YDR062W" "cluster1"
"488" "YDR063W" "cluster2"
"489" "YDR064W" "cluster10"
"490" "YDR065W" "cluster3"
"491" "YDR068W" "cluster2"
"492" "YDR069C" "cluster6"
"493" "YDR070C" "cluster11"
"494" "YDR071C" "cluster1"
"495" "YDR072C" "cluster1"
"496" "YDR074W" "cluster4"
"497" "YDR077W" "cluster4"
"498" "YDR083W" "cluster9"
"499" "YDR084C" "cluster2"
"500" "YDR085C" "cluster6"
"501" "YDR086C" "cluster1"
"502" "YDR087C" "cluster9"
"503" "YDR089W" "cluster1"
"504" "YDR090C" "cluster3"
"505" "YDR091C" "cluster9"
"506" "YDR092W" "cluster3"
"507" "YDR093W" "cluster1"
"508" "YDR097C" "cluster1"
"509" "YDR098C" "cluster1"
"510" "YDR100W" "cluster6"
"511" "YDR101C" "cluster9"
"512" "YDR103W" "cluster3"
"513" "YDR105C" "cluster2"
"514" "YDR106W" "cluster4"
"515" "YDR109C" "cluster3"
"516" "YDR113C" "cluster3"
"517" "YDR119W" "cluster1"
"518" "YDR119W-A" "cluster11"
"519" "YDR120C" "cluster8"
"520" "YDR122W" "cluster2"
"521" "YDR123C" "cluster5"
"522" "YDR124W" "cluster7"
"523" "YDR125C" "cluster7"
"524" "YDR127W" "cluster1"
"525" "YDR129C" "cluster2"
"526" "YDR130C" "cluster2"
"527" "YDR133C" "cluster12"
"528" "YDR146C" "cluster1"
"529" "YDR150W" "cluster2"
"530" "YDR155C" "cluster4"
"531" "YDR158W" "cluster5"
"532" "YDR161W" "cluster8"
"533" "YDR164C" "cluster1"
"534" "YDR165W" "cluster8"
"535" "YDR167W" "cluster1"
"536" "YDR169C" "cluster2"
"537" "YDR170W-A" "cluster7"
"538" "YDR171W" "cluster11"
"539" "YDR172W" "cluster1"
"540" "YDR173C" "cluster2"
"541" "YDR174W" "cluster1"
"542" "YDR175C" "cluster2"
"543" "YDR176W" "cluster3"
"544" "YDR177W" "cluster3"
"545" "YDR184C" "cluster10"
"546" "YDR188W" "cluster1"
"547" "YDR190C" "cluster1"
"548" "YDR191W" "cluster3"
"549" "YDR192C" "cluster3"
"550" "YDR194C" "cluster1"
"551" "YDR198C" "cluster1"
"552" "YDR200C" "cluster2"
"553" "YDR204W" "cluster6"
"554" "YDR205W" "cluster3"
"555" "YDR206W" "cluster3"
"556" "YDR207C" "cluster3"
"557" "YDR208W" "cluster3"
"558" "YDR210C-D" "cluster13"
"559" "YDR211W" "cluster1"
"560" "YDR212W" "cluster1"
"561" "YDR214W" "cluster6"
"562" "YDR222W" "cluster7"
"563" "YDR223W" "cluster7"
"564" "YDR224C" "cluster5"
"565" "YDR225W" "cluster5"
"566" "YDR227W" "cluster3"
"567" "YDR231C" "cluster4"
"568" "YDR233C" "cluster1"
"569" "YDR237W" "cluster2"
"570" "YDR242W" "cluster2"
"571" "YDR244W" "cluster2"
"572" "YDR245W" "cluster1"
"573" "YDR247W" "cluster4"
"574" "YDR249C" "cluster3"
"575" "YDR251W" "cluster2"
"576" "YDR254W" "cluster2"
"577" "YDR257C" "cluster1"
"578" "YDR258C" "cluster4"
"579" "YDR260C" "cluster7"
"580" "YDR263C" "cluster7"
"581" "YDR264C" "cluster3"
"582" "YDR270W" "cluster6"
"583" "YDR272W" "cluster2"
"584" "YDR273W" "cluster7"
"585" "YDR275W" "cluster7"
"586" "YDR277C" "cluster4"
"587" "YDR280W" "cluster1"
"588" "YDR283C" "cluster3"
"589" "YDR285W" "cluster7"
"590" "YDR292C" "cluster1"
"591" "YDR296W" "cluster2"
"592" "YDR297W" "cluster1"
"593" "YDR299W" "cluster9"
"594" "YDR306C" "cluster2"
"595" "YDR307W" "cluster3"
"596" "YDR309C" "cluster1"
"597" "YDR310C" "cluster1"
"598" "YDR322C-A" "cluster2"
"599" "YDR322W" "cluster2"
"600" "YDR324C" "cluster9"
"601" "YDR328C" "cluster2"
"602" "YDR329C" "cluster2"
"603" "YDR336W" "cluster3"
"604" "YDR339C" "cluster1"
"605" "YDR341C" "cluster8"
"606" "YDR343C" "cluster11"
"607" "YDR346C" "cluster1"
"608" "YDR349C" "cluster3"
"609" "YDR350C" "cluster3"
"610" "YDR358W" "cluster6"
"611" "YDR361C" "cluster8"
"612" "YDR362C" "cluster3"
"613" "YDR363W" "cluster2"
"614" "YDR365C" "cluster9"
"615" "YDR368W" "cluster7"
"616" "YDR370C" "cluster1"
"617" "YDR371W" "cluster3"
"618" "YDR372C" "cluster1"
"619" "YDR381W" "cluster1"
"620" "YDR382W" "cluster10"
"621" "YDR383C" "cluster3"
"622" "YDR385W" "cluster10"
"623" "YDR387C" "cluster2"
"624" "YDR389W" "cluster3"
"625" "YDR392W" "cluster3"
"626" "YDR394W" "cluster3"
"627" "YDR395W" "cluster8"
"628" "YDR397C" "cluster12"
"629" "YDR398W" "cluster8"
"630" "YDR399W" "cluster9"
"631" "YDR400W" "cluster1"
"632" "YDR406W" "cluster6"
