"GeneID" "Cluster" "Name"
"125" "YAR068W" "insignificant" ""
"126" "YAR071W" "insignificant" "PHO11"
"127" "YAR073W" "insignificant" "IMD1"
"128" "YAR075W" "insignificant" ""
"129" "YBL001C" "insignificant" "ECM15"
"130" "YBL002W" "cluster5" "HTB2"
"131" "YBL003C" "cluster5" "HTA2"
"132" "YBL004W" "cluster7" "UTP20"
"133" "YBL005W" "insignificant" "PDR3"
"134" "YBL005W-B" "cluster4" NA
"135" "YBL006C" "insignificant" "LDB7"
"136" "YBL006W-A" "insignificant" ""
"137" "YBL007C" "insignificant" "SLA1"
"138" "YBL008W" "cluster3" "HIR1"
"139" "YBL008W-A" "insignificant" ""
"140" "YBL009W" "cluster3" "ALK2"
"141" "YBL010C" "insignificant" ""
"142" "YBL011W" "insignificant" "SCT1"
"143" "YBL012C" "insignificant" ""
"144" "YBL013W" "insignificant" "FMT1"
"145" "YBL014C" "cluster3" "RRN6"
"146" "YBL015W" "cluster2" "ACH1"
"147" "YBL016W" "cluster1" "FUS3"
"148" "YBL017C" "cluster1" "PEP1"
"149" "YBL018C" "insignificant" "POP8"
"150" "YBL019W" "insignificant" "APN2"
"151" "YBL020W" "cluster3" "RFT1"
"152" "YBL021C" "cluster1" "HAP3"
"153" "YBL022C" "cluster1" "PIM1"
"154" "YBL023C" "cluster3" "MCM2"
"155" "YBL024W" "cluster7" "NCL1"
"156" "YBL025W" "insignificant" "RRN10"
"157" "YBL026W" "cluster3" "LSM2"
"158" "YBL027W" "insignificant" "RPL19B"
"159" "YBL028C" "cluster7" ""
"160" "YBL029C-A" "insignificant" ""
"161" "YBL029W" "insignificant" ""
"162" "YBL030C" "insignificant" "PET9"
"163" "YBL031W" "cluster3" "SHE1"
"164" "YBL032W" "cluster3" "HEK2"
"165" "YBL033C" "cluster1" "RIB1"
"166" "YBL034C" "cluster3" "STU1"
"167" "YBL035C" "cluster3" "POL12"
"168" "YBL036C" "insignificant" ""
"169" "YBL037W" "insignificant" "APL3"
"170" "YBL038W" "insignificant" "MRPL16"
"171" "YBL039C" "insignificant" "URA7"
"172" "YBL039W-B" "cluster2" ""
"173" "YBL040C" "insignificant" "ERD2"
"174" "YBL041W" "insignificant" "PRE7"
"175" "YBL042C" "cluster5" "FUI1"
"176" "YBL043W" "insignificant" "ECM13"
"177" "YBL044W" "insignificant" ""
"178" "YBL045C" "insignificant" "COR1"
"179" "YBL046W" "cluster3" "PSY4"
"180" "YBL047C" "cluster1" "EDE1"
"181" "YBL048W" "insignificant" "RRT1"
"182" "YBL049W" "cluster2" "MOH1"
"183" "YBL050W" "insignificant" "SEC17"
"184" "YBL051C" "cluster3" "PIN4"
"185" "YBL052C" "cluster1" "SAS3"
"186" "YBL053W" "insignificant" ""
"187" "YBL054W" "insignificant" "TOD6"
"188" "YBL055C" "cluster3" ""
"189" "YBL056W" "insignificant" "PTC3"
"190" "YBL057C" "cluster3" "PTH2"
"191" "YBL058W" "cluster1" "SHP1"
"192" "YBL059C-A" "insignificant" "CMC2"
"193" "YBL059W" "insignificant" ""
"194" "YBL060W" "insignificant" "YEL1"
"195" "YBL061C" "insignificant" "SKT5"
"196" "YBL062W" "insignificant" ""
"197" "YBL063W" "cluster3" "KIP1"
"198" "YBL064C" "cluster2" "PRX1"
"199" "YBL065W" "insignificant" ""
"200" "YBL066C" "insignificant" "SEF1"
"201" "YBL067C" "cluster3" "UBP13"
"202" "YBL068W" "cluster3" "PRS4"
"203" "YBL069W" "insignificant" "AST1"
"204" "YBL070C" "insignificant" ""
"205" "YBL071C" "insignificant" ""
"206" "YBL071C-B" "insignificant" ""
"207" "YBL071W-A" "insignificant" "KTI11"
"208" "YBL072C" "insignificant" "RPS8A"
"209" "YBL073W" "insignificant" ""
"210" "YBL074C" "cluster1" "AAR2"
"211" "YBL075C" "cluster2" "SSA3"
"212" "YBL076C" "insignificant" "ILS1"
"213" "YBL077W" "insignificant" ""
"214" "YBL078C" "insignificant" "ATG8"
"215" "YBL079W" "insignificant" "NUP170"
"216" "YBL080C" "cluster1" "PET112"
"217" "YBL081W" "cluster7" ""
"218" "YBL082C" "cluster5" "ALG3"
"219" "YBL084C" "insignificant" "CDC27"
"220" "YBL085W" "cluster3" "BOI1"
"221" "YBL086C" "insignificant" ""
"222" "YBL087C" "insignificant" "RPL23A"
"223" "YBL088C" "cluster1" "TEL1"
"224" "YBL089W" "insignificant" "AVT5"
"225" "YBL090W" "insignificant" "MRP21"
"226" "YBL091C" "insignificant" "MAP2"
"227" "YBL091C-A" "insignificant" "SCS22"
"228" "YBL092W" "insignificant" "RPL32"
"229" "YBL093C" "insignificant" "ROX3"
"230" "YBL094C" "insignificant" ""
"231" "YBL095W" "insignificant" "MRX3"
"232" "YBL096C" "insignificant" ""
"233" "YBL097W" "cluster1" "BRN1"
"234" "YBL098W" "insignificant" "BNA4"
"235" "YBL099W" "insignificant" "ATP1"
"236" "YBL100C" "insignificant" ""
"237" "YBL100W-B" "insignificant" NA
"238" "YBL100W-C" "insignificant" ""
"239" "YBL101C" "cluster1" "ECM21"
"240" "YBL102W" "cluster1" "SFT2"
"241" "YBL103C" "insignificant" "RTG3"
"242" "YBL104C" "insignificant" "SEA4"
"243" "YBL105C" "insignificant" "PKC1"
"244" "YBL106C" "insignificant" "SRO77"
"245" "YBL107C" "insignificant" "MIX23"
"246" "YBL107W-A" "insignificant" ""
"247" "YBL108C-A" "insignificant" "PAU9"
"248" "YBL108W" "insignificant" ""
"249" "YBL109W" "insignificant" ""
"250" "YBL111C" "insignificant" ""
"251" "YBL112C" "insignificant" ""
"252" "YBL113C" "insignificant" ""
"253" "YBL113W-A" "insignificant" ""
"254" "YBR001C" "insignificant" "NTH2"
"255" "YBR002C" "insignificant" "RER2"
"256" "YBR003W" "insignificant" "COQ1"
"257" "YBR004C" "cluster1" "GPI18"
"258" "YBR005W" "cluster2" "RCR1"
"259" "YBR006W" "insignificant" "UGA2"
"260" "YBR007C" "insignificant" "DSF2"
"261" "YBR008C" "insignificant" "FLR1"
"262" "YBR009C" "cluster5" "HHF1"
"263" "YBR010W" "cluster5" "HHT1"
"264" "YBR011C" "insignificant" "IPP1"
"265" "YBR012W-B" "insignificant" NA
"266" "YBR014C" "cluster1" "GRX7"
"267" "YBR015C" "cluster3" "MNN2"
"268" "YBR016W" "cluster1" ""
"269" "YBR017C" "insignificant" "KAP104"
"270" "YBR018C" "insignificant" "GAL7"
"271" "YBR019C" "cluster2" "GAL10"
"272" "YBR020W" "insignificant" "GAL1"
"273" "YBR021W" "cluster5" "FUR4"
"274" "YBR022W" "insignificant" "POA1"
"275" "YBR023C" "cluster3" "CHS3"
"276" "YBR024W" "cluster1" "SCO2"
"277" "YBR025C" "cluster7" "OLA1"
"278" "YBR026C" "insignificant" "ETR1"
"279" "YBR027C" "insignificant" ""
"280" "YBR028C" "cluster3" "YPK3"
"281" "YBR029C" "insignificant" "CDS1"
"282" "YBR030W" "insignificant" "RKM3"
"283" "YBR031W" "insignificant" "RPL4A"
"284" "YBR032W" "insignificant" ""
"285" "YBR033W" "cluster1" "EDS1"
"286" "YBR034C" "cluster7" "HMT1"
"287" "YBR035C" "insignificant" "PDX3"
"288" "YBR036C" "insignificant" "CSG2"
"289" "YBR037C" "insignificant" "SCO1"
"290" "YBR038W" "insignificant" "CHS2"
"291" "YBR039W" "cluster1" "ATP3"
"292" "YBR040W" "cluster6" "FIG1"
"293" "YBR041W" "insignificant" "FAT1"
"294" "YBR042C" "cluster3" "CST26"
"295" "YBR043C" "insignificant" "QDR3"
"296" "YBR044C" "cluster1" "TCM62"
"297" "YBR045C" "insignificant" "GIP1"
"298" "YBR046C" "cluster2" "ZTA1"
"299" "YBR047W" "insignificant" "FMP23"
"300" "YBR048W" "insignificant" "RPS11B"
"301" "YBR049C" "cluster3" "REB1"
"302" "YBR050C" "insignificant" "REG2"
"303" "YBR051W" "insignificant" ""
"304" "YBR052C" "insignificant" "RFS1"
"305" "YBR053C" "cluster2" ""
"306" "YBR054W" "cluster6" "YRO2"
"307" "YBR055C" "insignificant" "PRP6"
"308" "YBR056C-B" "insignificant" ""
"309" "YBR056W" "cluster2" ""
"310" "YBR056W-A" "cluster6" ""
"311" "YBR057C" "cluster1" "MUM2"
"312" "YBR058C" "insignificant" "UBP14"
"313" "YBR058C-A" "insignificant" "TSC3"
"314" "YBR059C" "cluster1" "AKL1"
"315" "YBR060C" "insignificant" "ORC2"
"316" "YBR061C" "insignificant" "TRM7"
"317" "YBR062C" "insignificant" ""
"318" "YBR063C" "insignificant" ""
"319" "YBR065C" "insignificant" "ECM2"
"320" "YBR066C" "cluster2" "NRG2"
"321" "YBR067C" "cluster4" "TIP1"
"322" "YBR068C" "cluster2" "BAP2"
"323" "YBR069C" "cluster5" "TAT1"
"324" "YBR070C" "cluster1" "ALG14"
"325" "YBR071W" "cluster1" ""
"326" "YBR072C-A" "insignificant" ""
"327" "YBR072W" "insignificant" "HSP26"
"328" "YBR073W" "insignificant" "RDH54"
"329" "YBR074W" "cluster3" "PFF1"
"330" "YBR076C-A" "insignificant" ""
"331" "YBR076W" "insignificant" "ECM8"
"332" "YBR077C" "cluster1" "SLM4"
"333" "YBR078W" "insignificant" "ECM33"
"334" "YBR079C" "cluster7" "RPG1"
"335" "YBR080C" "insignificant" "SEC18"
"336" "YBR081C" "insignificant" "SPT7"
"337" "YBR082C" "cluster3" "UBC4"
"338" "YBR083W" "cluster1" "TEC1"
"339" "YBR084C-A" "insignificant" "RPL19A"
"340" "YBR084W" "insignificant" "MIS1"
"341" "YBR085C-A" "insignificant" ""
"342" "YBR085W" "insignificant" "AAC3"
"343" "YBR086C" "insignificant" "IST2"
"344" "YBR087W" "cluster3" "RFC5"
"345" "YBR088C" "cluster5" "POL30"
"346" "YBR089C-A" "insignificant" "NHP6B"
"347" "YBR089W" "cluster8" ""
"348" "YBR090C" "insignificant" ""
"349" "YBR091C" "cluster3" "TIM12"
"350" "YBR092C" "cluster5" "PHO3"
"351" "YBR093C" "cluster4" "PHO5"
"352" "YBR094W" "insignificant" "PBY1"
"353" "YBR095C" "cluster1" "RXT2"
"354" "YBR096W" "insignificant" ""
"355" "YBR097W" "insignificant" "VPS15"
"356" "YBR098W" "cluster1" "MMS4"
"357" "YBR099C" "cluster9" ""
"358" "YBR101C" "cluster1" "FES1"
"359" "YBR102C" "insignificant" "EXO84"
"360" "YBR103C-A" "insignificant" ""
"361" "YBR103W" "insignificant" "SIF2"
"362" "YBR104W" "insignificant" "YMC2"
"363" "YBR105C" "insignificant" "VID24"
"364" "YBR106W" "cluster7" "PHO88"
"365" "YBR107C" "insignificant" "IML3"
"366" "YBR108W" "insignificant" "AIM3"
"367" "YBR109C" "insignificant" "CMD1"
"368" "YBR109W-A" "insignificant" ""
"369" "YBR110W" "insignificant" "ALG1"
"370" "YBR111C" "insignificant" "YSA1"
"371" "YBR111W-A" "cluster1" "SUS1"
"372" "YBR112C" "cluster3" "CYC8"
"373" "YBR113W" "insignificant" ""
"374" "YBR114W" "insignificant" "RAD16"
"375" "YBR115C" "insignificant" "LYS2"
"376" "YBR116C" "insignificant" ""
"377" "YBR117C" "insignificant" "TKL2"
"378" "YBR118W" "insignificant" "TEF2"
"379" "YBR119W" "insignificant" "MUD1"
"380" "YBR120C" "insignificant" "CBP6"
"381" "YBR121C" "insignificant" "GRS1"
"382" "YBR122C" "insignificant" "MRPL36"
"383" "YBR123C" "cluster3" "TFC1"
"384" "YBR124W" "insignificant" ""
"385" "YBR125C" "cluster1" "PTC4"
"386" "YBR126C" "insignificant" "TPS1"
"387" "YBR126W-A" "cluster4" "MEO1"
"388" "YBR126W-B" "insignificant" ""
"389" "YBR127C" "cluster3" "VMA2"
"390" "YBR128C" "insignificant" "ATG14"
"391" "YBR129C" "insignificant" "OPY1"
"392" "YBR130C" "insignificant" "SHE3"
"393" "YBR131C-A" "insignificant" ""
"394" "YBR131W" "insignificant" "CCZ1"
"395" "YBR132C" "insignificant" "AGP2"
"396" "YBR133C" "cluster3" "HSL7"
"397" "YBR134W" "insignificant" ""
"398" "YBR135W" "cluster3" "CKS1"
"399" "YBR136W" "insignificant" "MEC1"
"400" "YBR137W" "insignificant" ""
"401" "YBR138C" "insignificant" ""
"402" "YBR139W" "cluster2" ""
"403" "YBR140C" "cluster1" "IRA1"
"404" "YBR141C" "insignificant" "BMT2"
"405" "YBR141W-A" "insignificant" ""
"406" "YBR142W" "insignificant" "MAK5"
"407" "YBR143C" "insignificant" "SUP45"
"408" "YBR144C" "insignificant" ""
"409" "YBR145W" "insignificant" "ADH5"
"410" "YBR146W" "cluster3" "MRPS9"
"411" "YBR147W" "cluster2" "RTC2"
"412" "YBR148W" "insignificant" "YSW1"
"413" "YBR149W" "cluster2" "ARA1"
"414" "YBR150C" "insignificant" "TBS1"
"415" "YBR151W" "insignificant" "APD1"
"416" "YBR152W" "insignificant" "SPP381"
"417" "YBR153W" "cluster3" "RIB7"
"418" "YBR154C" "insignificant" "RPB5"
"419" "YBR155W" "insignificant" "CNS1"
"420" "YBR156C" "cluster3" "SLI15"
"421" "YBR157C" "insignificant" "ICS2"
"422" "YBR158W" "cluster1" "AMN1"
"423" "YBR159W" "insignificant" "IFA38"
"424" "YBR160W" "insignificant" "CDC28"
"425" "YBR161W" "cluster1" "CSH1"
"426" "YBR162C" "cluster5" "TOS1"
"427" "YBR162W-A" "insignificant" "YSY6"
"428" "YBR163W" "cluster3" "EXO5"
"429" "YBR164C" "insignificant" "ARL1"
"430" "YBR165W" "insignificant" "UBS1"
"431" "YBR166C" "insignificant" "TYR1"
"432" "YBR167C" "insignificant" "POP7"
"433" "YBR168W" "insignificant" "PEX32"
"434" "YBR169C" "insignificant" "SSE2"
"435" "YBR170C" "cluster1" "NPL4"
"436" "YBR171W" "cluster3" "SEC66"
"437" "YBR172C" "cluster3" "SMY2"
"438" "YBR173C" "insignificant" "UMP1"
"439" "YBR174C" "insignificant" ""
"440" "YBR175W" "insignificant" "SWD3"
"441" "YBR176W" "cluster3" "ECM31"
"442" "YBR177C" "cluster1" "EHT1"
"443" "YBR178W" "insignificant" ""
"444" "YBR179C" "insignificant" "FZO1"
"445" "YBR180W" "insignificant" "DTR1"
"446" "YBR181C" "insignificant" "RPS6B"
"447" "YBR182C" "cluster2" "SMP1"
"448" "YBR182C-A" "insignificant" ""
"449" "YBR183W" "insignificant" "YPC1"
"450" "YBR184W" "insignificant" ""
"451" "YBR185C" "insignificant" "MBA1"
"452" "YBR186W" "insignificant" "PCH2"
"453" "YBR187W" "insignificant" "GDT1"
"454" "YBR188C" "insignificant" "NTC20"
"455" "YBR189W" "insignificant" "RPS9B"
"456" "YBR190W" "insignificant" ""
"457" "YBR191W" "insignificant" "RPL21A"
"458" "YBR191W-A" "insignificant" ""
"459" "YBR192W" "insignificant" "RIM2"
"460" "YBR193C" "insignificant" "MED8"
"461" "YBR194W" "insignificant" "AIM4"
"462" "YBR195C" "insignificant" "MSI1"
"463" "YBR196C" "cluster5" "PGI1"
"464" "YBR196C-A" "insignificant" ""
"465" "YBR196C-B" "insignificant" ""
"466" "YBR197C" "insignificant" ""
"467" "YBR198C" "insignificant" "TAF5"
"468" "YBR199W" "insignificant" "KTR4"
"469" "YBR200W" "cluster1" "BEM1"
"470" "YBR200W-A" "insignificant" ""
"471" "YBR201C-A" "cluster2" ""
"472" "YBR201W" "cluster1" "DER1"
"473" "YBR202W" "cluster3" "MCM7"
"474" "YBR203W" "cluster2" "COS111"
"475" "YBR204C" "cluster1" "LDH1"
"476" "YBR205W" "insignificant" "KTR3"
"477" "YBR206W" "insignificant" ""
"478" "YBR207W" "cluster1" "FTH1"
"479" "YBR208C" "cluster5" "DUR1,2"
"480" "YBR209W" "insignificant" ""
"481" "YBR210W" "insignificant" "ERV15"
"482" "YBR211C" "insignificant" "AME1"
"483" "YBR212W" "insignificant" "NGR1"
"484" "YBR213W" "cluster5" "MET8"
"485" "YBR214W" "cluster2" "SDS24"
"486" "YBR215W" "insignificant" "HPC2"
"487" "YBR216C" "insignificant" "YBP1"
"488" "YBR217W" "insignificant" "ATG12"
"489" "YBR218C" "insignificant" "PYC2"
"490" "YBR219C" "insignificant" ""
"491" "YBR220C" "cluster3" ""
"492" "YBR221C" "insignificant" "PDB1"
"493" "YBR221W-A" "insignificant" ""
"494" "YBR222C" "insignificant" "PCS60"
"495" "YBR223C" "cluster2" "TDP1"
"496" "YBR223W-A" "insignificant" ""
"497" "YBR224W" "insignificant" ""
"498" "YBR225W" "cluster1" ""
"499" "YBR227C" "cluster3" "MCX1"
"500" "YBR228W" "insignificant" "SLX1"
"501" "YBR229C" "insignificant" "ROT2"
"502" "YBR230C" "cluster2" "OM14"
"503" "YBR230W-A" "insignificant" ""
"504" "YBR231C" "insignificant" "SWC5"
"505" "YBR232C" "insignificant" ""
"506" "YBR233W" "cluster3" "PBP2"
"507" "YBR233W-A" "insignificant" "DAD3"
"508" "YBR234C" "cluster1" "ARC40"
"509" "YBR235W" "cluster1" "VHC1"
"510" "YBR236C" "insignificant" "ABD1"
"511" "YBR237W" "insignificant" "PRP5"
"512" "YBR238C" "insignificant" ""
"513" "YBR239C" "cluster3" "ERT1"
"514" "YBR240C" "cluster2" "THI2"
"515" "YBR241C" "insignificant" ""
"516" "YBR242W" "cluster3" ""
"517" "YBR243C" "cluster3" "ALG7"
"518" "YBR244W" "insignificant" "GPX2"
"519" "YBR245C" "cluster3" "ISW1"
"520" "YBR246W" "cluster3" "RRT2"
"521" "YBR247C" "insignificant" "ENP1"
"522" "YBR248C" "insignificant" "HIS7"
"523" "YBR249C" "insignificant" "ARO4"
"524" "YBR250W" "cluster2" "SPO23"
"525" "YBR251W" "insignificant" "MRPS5"
"526" "YBR252W" "cluster7" "DUT1"
"527" "YBR253W" "insignificant" "SRB6"
"528" "YBR254C" "insignificant" "TRS20"
"529" "YBR255C-A" "insignificant" "RCF3"
"530" "YBR255W" "insignificant" "MTC4"
"531" "YBR256C" "insignificant" "RIB5"
"532" "YBR257W" "insignificant" "POP4"
"533" "YBR258C" "cluster1" "SHG1"
"534" "YBR259W" "cluster3" ""
"535" "YBR260C" "insignificant" "RGD1"
"536" "YBR261C" "insignificant" "TAE1"
"537" "YBR262C" "insignificant" "MIC12"
"538" "YBR263W" "insignificant" "SHM1"
"539" "YBR264C" "insignificant" "YPT10"
"540" "YBR265W" "insignificant" "TSC10"
"541" "YBR266C" "insignificant" "SLM6"
"542" "YBR267W" "insignificant" "REI1"
"543" "YBR268W" "insignificant" "MRPL37"
"544" "YBR269C" "insignificant" "SDH8"
"545" "YBR270C" "insignificant" "BIT2"
"546" "YBR271W" "insignificant" "EFM2"
"547" "YBR272C" "insignificant" "HSM3"
"548" "YBR273C" "insignificant" "UBX7"
"549" "YBR274W" "insignificant" "CHK1"
"550" "YBR275C" "cluster3" "RIF1"
"551" "YBR276C" "insignificant" "PPS1"
"552" "YBR277C" "insignificant" ""
"553" "YBR278W" "cluster1" "DPB3"
"554" "YBR279W" "cluster3" "PAF1"
"555" "YBR280C" "insignificant" "SAF1"
"556" "YBR281C" "cluster3" "DUG2"
"557" "YBR282W" "insignificant" "MRPL27"
"558" "YBR283C" "insignificant" "SSH1"
"559" "YBR284W" "cluster2" ""
"560" "YBR285W" "insignificant" ""
"561" "YBR286W" "insignificant" "APE3"
"562" "YBR287W" "cluster1" ""
"563" "YBR288C" "insignificant" "APM3"
"564" "YBR289W" "cluster3" "SNF5"
"565" "YBR290W" "insignificant" "BSD2"
"566" "YBR291C" "insignificant" "CTP1"
"567" "YBR292C" "insignificant" ""
"568" "YBR293W" "cluster1" "VBA2"
"569" "YBR294W" "insignificant" "SUL1"
"570" "YBR295W" "cluster2" "PCA1"
"571" "YBR296C" "insignificant" "PHO89"
"572" "YBR296C-A" "insignificant" ""
"573" "YBR297W" "cluster2" "MAL33"
"574" "YBR298C" "insignificant" "MAL31"
"575" "YBR298C-A" "cluster8" ""
"576" "YBR299W" "insignificant" "MAL32"
"577" "YBR300C" "insignificant" ""
"578" "YBR301W" "insignificant" "PAU24"
"579" "YBR302C" "insignificant" "COS2"
"580" "YCL001W" "cluster3" "RER1"
"581" "YCL001W-A" "insignificant" ""
"582" "YCL001W-B" "insignificant" ""
"583" "YCL002C" "cluster3" ""
"584" "YCL004W" "cluster1" "PGS1"
"585" "YCL005W" "cluster3" "LDB16"
"586" "YCL005W-A" "insignificant" "VMA9"
"587" "YCL007C" "insignificant" ""
"588" "YCL008C" "insignificant" "STP22"
"589" "YCL009C" "insignificant" "ILV6"
"590" "YCL010C" "cluster1" "SGF29"
"591" "YCL011C" "insignificant" "GBP2"
"592" "YCL012C" "insignificant" ""
"593" "YCL014W" "cluster3" "BUD3"
"594" "YCL016C" "cluster1" "DCC1"
"595" "YCL017C" "insignificant" "NFS1"
"596" "YCL018W" "insignificant" "LEU2"
"597" "YCL019W" "insignificant" NA
"598" "YCL021W-A" "insignificant" ""
"599" "YCL022C" "insignificant" ""
"600" "YCL023C" "insignificant" ""
"601" "YCL024W" "cluster3" "KCC4"
"602" "YCL025C" "cluster2" "AGP1"
"603" "YCL026C-A" "cluster4" "FRM2"
"604" "YCL026C-B" "cluster2" "HBN1"
"605" "YCL027W" "cluster5" "FUS1"
"606" "YCL028W" "cluster3" "RNQ1"
"607" "YCL029C" "cluster3" "BIK1"
"608" "YCL030C" "cluster5" "HIS4"
"609" "YCL031C" "insignificant" "RRP7"
"610" "YCL032W" "insignificant" "STE50"
"611" "YCL033C" "insignificant" "MXR2"
"612" "YCL034W" "cluster1" "LSB5"
"613" "YCL035C" "insignificant" "GRX1"
"614" "YCL036W" "insignificant" "GFD2"
"615" "YCL037C" "insignificant" "SRO9"
"616" "YCL038C" "cluster2" "ATG22"
"617" "YCL039W" "insignificant" "GID7"
"618" "YCL040W" "cluster6" "GLK1"
"619" "YCL041C" "insignificant" ""
"620" "YCL042W" "insignificant" ""
"621" "YCL043C" "cluster2" "PDI1"
"622" "YCL044C" "cluster1" "MGR1"
"623" "YCL045C" "cluster3" "EMC1"
"624" "YCL046W" "insignificant" ""
"625" "YCL047C" "cluster3" "POF1"
"626" "YCL048W" "cluster6" "SPS22"
"627" "YCL048W-A" "cluster6" ""
"628" "YCL049C" "cluster1" ""
"629" "YCL050C" "insignificant" "APA1"
"630" "YCL051W" "insignificant" "LRE1"
