"GeneID" "Cluster" "Name"
"1733" "YER035W" "cluster3" "EDC2"
"1734" "YER036C" "cluster5" "ARB1"
"1735" "YER037W" "insignificant" "PHM8"
"1736" "YER038C" "insignificant" "KRE29"
"1737" "YER038W-A" "insignificant" "FMP49"
"1738" "YER039C" "insignificant" "HVG1"
"1739" "YER039C-A" "insignificant" ""
"1740" "YER040W" "insignificant" "GLN3"
"1741" "YER041W" "insignificant" "YEN1"
"1742" "YER042W" "insignificant" "MXR1"
"1743" "YER043C" "cluster7" "SAH1"
"1744" "YER044C" "insignificant" "ERG28"
"1745" "YER044C-A" "insignificant" "MEI4"
"1746" "YER045C" "cluster4" "ACA1"
"1747" "YER046W" "cluster3" "SPO73"
"1748" "YER046W-A" "insignificant" ""
"1749" "YER047C" "insignificant" "SAP1"
"1750" "YER048C" "insignificant" "CAJ1"
"1751" "YER048W-A" "cluster2" "ISD11"
"1752" "YER049W" "cluster5" "TPA1"
"1753" "YER050C" "insignificant" "RSM18"
"1754" "YER051W" "cluster2" "JHD1"
"1755" "YER052C" "cluster4" "HOM3"
"1756" "YER053C" "cluster8" "PIC2"
"1757" "YER053C-A" "cluster11" ""
"1758" "YER054C" "cluster8" "GIP2"
"1759" "YER055C" "cluster5" "HIS1"
"1760" "YER056C" "cluster6" "FCY2"
"1761" "YER056C-A" "cluster7" "RPL34A"
"1762" "YER057C" "cluster2" "HMF1"
"1763" "YER058W" "cluster3" "PET117"
"1764" "YER059W" "cluster2" "PCL6"
"1765" "YER060W" "cluster4" "FCY21"
"1766" "YER060W-A" "cluster4" "FCY22"
"1767" "YER061C" "insignificant" "CEM1"
"1768" "YER062C" "cluster9" "GPP2"
"1769" "YER063W" "insignificant" "THO1"
"1770" "YER064C" "insignificant" "VHR2"
"1771" "YER065C" "insignificant" "ICL1"
"1772" "YER066C-A" "insignificant" ""
"1773" "YER066W" "insignificant" "RRT13"
"1774" "YER067C-A" "insignificant" ""
"1775" "YER067W" "cluster9" "RGI1"
"1776" "YER068C-A" "insignificant" ""
"1777" "YER068W" "insignificant" "MOT2"
"1778" "YER069W" "cluster4" "ARG5,6"
"1779" "YER070W" "cluster4" "RNR1"
"1780" "YER071C" "cluster2" "TDA2"
"1781" "YER072W" "cluster4" "VTC1"
"1782" "YER073W" "cluster10" "ALD5"
"1783" "YER074W" "cluster7" "RPS24A"
"1784" "YER074W-A" "insignificant" "YOS1"
"1785" "YER075C" "insignificant" "PTP3"
"1786" "YER076C" "insignificant" ""
"1787" "YER076W-A" "insignificant" ""
"1788" "YER077C" "cluster1" "MRX1"
"1789" "YER078C" "cluster1" "ICP55"
"1790" "YER078W-A" "insignificant" ""
"1791" "YER079C-A" "insignificant" ""
"1792" "YER079W" "insignificant" ""
"1793" "YER080W" "insignificant" "AIM9"
"1794" "YER081W" "cluster9" "SER3"
"1795" "YER082C" "cluster5" "UTP7"
"1796" "YER083C" "cluster1" "GET2"
"1797" "YER084W" "insignificant" ""
"1798" "YER084W-A" "insignificant" ""
"1799" "YER085C" "insignificant" ""
"1800" "YER086W" "cluster5" "ILV1"
"1801" "YER087C-A" "insignificant" ""
"1802" "YER087C-B" "cluster4" "SBH1"
"1803" "YER087W" "insignificant" "AIM10"
"1804" "YER088C" "insignificant" "DOT6"
"1805" "YER088C-A" "insignificant" ""
"1806" "YER088W-B" "insignificant" ""
"1807" "YER089C" "insignificant" "PTC2"
"1808" "YER090C-A" "insignificant" ""
"1809" "YER090W" "cluster5" "TRP2"
"1810" "YER091C" "cluster10" "MET6"
"1811" "YER091C-A" "insignificant" ""
"1812" "YER092W" "insignificant" "IES5"
"1813" "YER093C" "cluster1" "TSC11"
"1814" "YER093C-A" "insignificant" "AIM11"
"1815" "YER094C" "cluster1" "PUP3"
"1816" "YER095W" "cluster3" "RAD51"
"1817" "YER096W" "insignificant" "SHC1"
"1818" "YER097W" "insignificant" ""
"1819" "YER098W" "insignificant" "UBP9"
"1820" "YER099C" "cluster1" "PRS2"
"1821" "YER100W" "cluster1" "UBC6"
"1822" "YER101C" "cluster3" "AST2"
"1823" "YER102W" "cluster7" "RPS8B"
"1824" "YER103W" "insignificant" "SSA4"
"1825" "YER104W" "cluster3" "RTT105"
"1826" "YER105C" "insignificant" "NUP157"
"1827" "YER106W" "insignificant" "MAM1"
"1828" "YER107C" "insignificant" "GLE2"
"1829" "YER107W-A" "insignificant" ""
"1830" "YER110C" "cluster7" "KAP123"
"1831" "YER111C" "cluster2" "SWI4"
"1832" "YER112W" "insignificant" "LSM4"
"1833" "YER113C" "insignificant" "TMN3"
"1834" "YER114C" "insignificant" "BOI2"
"1835" "YER115C" "insignificant" "SPR6"
"1836" "YER116C" "insignificant" "SLX8"
"1837" "YER117W" "cluster7" "RPL23B"
"1838" "YER118C" "insignificant" "SHO1"
"1839" "YER119C" "cluster3" "AVT6"
"1840" "YER119C-A" "insignificant" ""
"1841" "YER120W" "insignificant" "SCS2"
"1842" "YER121W" "cluster8" ""
"1843" "YER122C" "insignificant" "GLO3"
"1844" "YER123W" "insignificant" "YCK3"
"1845" "YER124C" "cluster4" "DSE1"
"1846" "YER125W" "cluster2" "RSP5"
"1847" "YER126C" "cluster6" "NSA2"
"1848" "YER127W" "insignificant" "LCP5"
"1849" "YER128W" "cluster2" "VFA1"
"1850" "YER129W" "insignificant" "SAK1"
"1851" "YER130C" "cluster4" "COM2"
"1852" "YER131W" "cluster7" "RPS26B"
"1853" "YER132C" "cluster1" "PMD1"
"1854" "YER133W" "cluster1" "GLC7"
"1855" "YER133W-A" "insignificant" ""
"1856" "YER134C" "insignificant" ""
"1857" "YER135C" "insignificant" ""
"1858" "YER136W" "insignificant" "GDI1"
"1859" "YER137C" "cluster4" ""
"1860" "YER137W-A" "insignificant" ""
"1861" "YER138C" "insignificant" NA
"1862" "YER138W-A" "insignificant" ""
"1863" "YER139C" "insignificant" "RTR1"
"1864" "YER140W" "insignificant" "EMP65"
"1865" "YER141W" "cluster3" "COX15"
"1866" "YER142C" "cluster3" "MAG1"
"1867" "YER143W" "cluster3" "DDI1"
"1868" "YER144C" "insignificant" "UBP5"
"1869" "YER145C" "cluster4" "FTR1"
"1870" "YER145C-A" "insignificant" ""
"1871" "YER146W" "cluster12" "LSM5"
"1872" "YER147C" "insignificant" "SCC4"
"1873" "YER147C-A" "insignificant" ""
"1874" "YER148W" "cluster5" "SPT15"
"1875" "YER148W-A" "insignificant" ""
"1876" "YER149C" "insignificant" "PEA2"
"1877" "YER150W" "cluster11" "SPI1"
"1878" "YER151C" "insignificant" "UBP3"
"1879" "YER152C" "insignificant" ""
"1880" "YER152W-A" "insignificant" ""
"1881" "YER153C" "insignificant" "PET122"
"1882" "YER154W" "insignificant" "OXA1"
"1883" "YER155C" "cluster1" "BEM2"
"1884" "YER156C" "insignificant" ""
"1885" "YER157W" "insignificant" "COG3"
"1886" "YER158C" "insignificant" ""
"1887" "YER158W-A" "insignificant" ""
"1888" "YER159C" "insignificant" "BUR6"
"1889" "YER160C" "cluster12" NA
"1890" "YER161C" "insignificant" "SPT2"
"1891" "YER162C" "insignificant" "RAD4"
"1892" "YER163C" "cluster3" "GCG1"
"1893" "YER164W" "cluster1" "CHD1"
"1894" "YER165C-A" "insignificant" ""
"1895" "YER165W" "cluster7" "PAB1"
"1896" "YER166W" "insignificant" "DNF1"
"1897" "YER167W" "cluster1" "BCK2"
"1898" "YER168C" "insignificant" "CCA1"
"1899" "YER169W" "cluster2" "RPH1"
"1900" "YER170W" "cluster3" "ADK2"
"1901" "YER171W" "insignificant" "RAD3"
"1902" "YER172C" "cluster1" "BRR2"
"1903" "YER172C-A" "insignificant" ""
"1904" "YER173W" "cluster1" "RAD24"
"1905" "YER174C" "insignificant" "GRX4"
"1906" "YER175C" "insignificant" "TMT1"
"1907" "YER175W-A" "insignificant" ""
"1908" "YER176W" "insignificant" "ECM32"
"1909" "YER177W" "cluster2" "BMH1"
"1910" "YER178W" "cluster2" "PDA1"
"1911" "YER179W" "insignificant" "DMC1"
"1912" "YER180C" "insignificant" "ISC10"
"1913" "YER180C-A" "insignificant" "SLO1"
"1914" "YER181C" "insignificant" ""
"1915" "YER182W" "cluster3" "FMP10"
"1916" "YER183C" "insignificant" "FAU1"
"1917" "YER184C" "cluster2" "TOG1"
"1918" "YER185W" "cluster9" "PUG1"
"1919" "YER186C" "insignificant" ""
"1920" "YER187W" "insignificant" ""
"1921" "YER188C-A" "insignificant" ""
"1922" "YER188W" "cluster11" ""
"1923" "YER189W" "insignificant" ""
"1924" "YER190W" "insignificant" "YRF1-2"
"1925" "YFL001W" "cluster5" "DEG1"
"1926" "YFL002C" "cluster5" "SPB4"
"1927" "YFL002W-A" "insignificant" NA
"1928" "YFL003C" "insignificant" "MSH4"
"1929" "YFL004W" "insignificant" "VTC2"
"1930" "YFL005W" "cluster1" "SEC4"
"1931" "YFL007W" "cluster2" "BLM10"
"1932" "YFL008W" "cluster1" "SMC1"
"1933" "YFL009W" "insignificant" "CDC4"
"1934" "YFL010C" "cluster4" "WWM1"
"1935" "YFL010W-A" "insignificant" "AUA1"
"1936" "YFL011W" "cluster11" "HXT10"
"1937" "YFL012W" "insignificant" ""
"1938" "YFL012W-A" "insignificant" ""
"1939" "YFL013C" "insignificant" "IES1"
"1940" "YFL013W-A" "insignificant" ""
"1941" "YFL014W" "cluster11" "HSP12"
"1942" "YFL015C" "insignificant" ""
"1943" "YFL015W-A" "insignificant" ""
"1944" "YFL016C" "cluster3" "MDJ1"
"1945" "YFL017C" "cluster2" "GNA1"
"1946" "YFL017W-A" "insignificant" "SMX2"
"1947" "YFL018C" "cluster2" "LPD1"
"1948" "YFL019C" "insignificant" ""
"1949" "YFL020C" "insignificant" "PAU5"
"1950" "YFL021C-A" "insignificant" ""
"1951" "YFL021W" "insignificant" "GAT1"
"1952" "YFL022C" "insignificant" "FRS2"
"1953" "YFL023W" "insignificant" "BUD27"
"1954" "YFL024C" "insignificant" "EPL1"
"1955" "YFL025C" "insignificant" "BST1"
"1956" "YFL026W" "cluster4" "STE2"
"1957" "YFL027C" "cluster1" "GYP8"
"1958" "YFL028C" "cluster1" "CAF16"
"1959" "YFL029C" "cluster2" "CAK1"
"1960" "YFL030W" "cluster8" "AGX1"
"1961" "YFL031C-A" "insignificant" ""
"1962" "YFL031W" "cluster10" "HAC1"
"1963" "YFL032W" "insignificant" ""
"1964" "YFL033C" "cluster2" "RIM15"
"1965" "YFL034C-A" "cluster6" "RPL22B"
"1966" "YFL034C-B" "insignificant" "MOB2"
"1967" "YFL034W" "cluster1" "MIL1"
"1968" "YFL036W" "insignificant" "RPO41"
"1969" "YFL037W" "cluster4" "TUB2"
"1970" "YFL038C" "cluster1" "YPT1"
"1971" "YFL039C" "cluster4" "ACT1"
"1972" "YFL040W" "insignificant" ""
"1973" "YFL041W" "cluster2" "FET5"
"1974" "YFL041W-A" "insignificant" ""
"1975" "YFL042C" "insignificant" "LAM5"
"1976" "YFL044C" "insignificant" "OTU1"
"1977" "YFL045C" "cluster7" "SEC53"
"1978" "YFL046W" "insignificant" "FMP32"
"1979" "YFL047W" "cluster1" "RGD2"
"1980" "YFL048C" "cluster1" "EMP47"
"1981" "YFL049W" "cluster1" "SWP82"
"1982" "YFL050C" "cluster2" "ALR2"
"1983" "YFL051C" "insignificant" ""
"1984" "YFL052W" "insignificant" "ZNF1"
"1985" "YFL053W" "cluster11" "DAK2"
"1986" "YFL054C" "cluster8" "AQY3"
"1987" "YFL055W" "insignificant" "AGP3"
"1988" "YFL056C" "cluster9" NA
"1989" "YFL058W" "cluster11" "THI5"
"1990" "YFL059W" "insignificant" "SNZ3"
"1991" "YFL060C" "insignificant" "SNO3"
"1992" "YFL061W" "insignificant" "DDI2"
"1993" "YFL062W" "insignificant" "COS4"
"1994" "YFL063W" "insignificant" ""
"1995" "YFL064C" "insignificant" ""
"1996" "YFL065C" "insignificant" ""
"1997" "YFL066C" "insignificant" ""
"1998" "YFL067W" "insignificant" ""
"1999" "YFR001W" "cluster6" "LOC1"
"2000" "YFR002W" "cluster1" "NIC96"
"2001" "YFR003C" "cluster3" "YPI1"
"2002" "YFR004W" "insignificant" "RPN11"
"2003" "YFR005C" "insignificant" "SAD1"
"2004" "YFR006W" "cluster1" ""
"2005" "YFR007W" "insignificant" "YFH7"
"2006" "YFR008W" "insignificant" "FAR7"
"2007" "YFR009W" "cluster5" "GCN20"
"2008" "YFR010W" "insignificant" "UBP6"
"2009" "YFR011C" "cluster10" "MIC19"
"2010" "YFR012W" "insignificant" "DCV1"
"2011" "YFR012W-A" "insignificant" ""
"2012" "YFR013W" "cluster1" "IOC3"
"2013" "YFR014C" "insignificant" "CMK1"
"2014" "YFR015C" "cluster11" "GSY1"
"2015" "YFR016C" "cluster2" ""
"2016" "YFR017C" "cluster8" "IGD1"
"2017" "YFR018C" "cluster4" ""
"2018" "YFR019W" "cluster2" "FAB1"
"2019" "YFR020W" "cluster4" "CSS2"
"2020" "YFR021W" "cluster2" "ATG18"
"2021" "YFR022W" "cluster3" "ROG3"
"2022" "YFR023W" "insignificant" "PES4"
"2023" "YFR024C-A" "cluster2" "LSB3"
"2024" "YFR025C" "insignificant" "HIS2"
"2025" "YFR026C" "insignificant" "ULI1"
"2026" "YFR027W" "cluster2" "ECO1"
"2027" "YFR028C" "insignificant" "CDC14"
"2028" "YFR029W" "cluster2" "PTR3"
"2029" "YFR030W" "cluster4" "MET10"
"2030" "YFR031C" "insignificant" "SMC2"
"2031" "YFR031C-A" "cluster7" "RPL2A"
"2032" "YFR032C" "insignificant" "RRT5"
"2033" "YFR032C-A" "insignificant" "RPL29"
"2034" "YFR032C-B" "insignificant" ""
"2035" "YFR033C" "cluster3" "QCR6"
"2036" "YFR034C" "cluster2" "PHO4"
"2037" "YFR034W-A" "cluster12" ""
"2038" "YFR035C" "insignificant" ""
"2039" "YFR036W" "cluster2" "CDC26"
"2040" "YFR036W-A" "insignificant" ""
"2041" "YFR037C" "insignificant" "RSC8"
"2042" "YFR038W" "cluster1" "IRC5"
"2043" "YFR039C" "cluster1" "OSW7"
"2044" "YFR040W" "insignificant" "SAP155"
"2045" "YFR041C" "cluster1" "ERJ5"
"2046" "YFR042W" "cluster2" "KEG1"
"2047" "YFR043C" "cluster2" "IRC6"
"2048" "YFR044C" "insignificant" "DUG1"
"2049" "YFR045W" "cluster3" ""
"2050" "YFR046C" "cluster1" "CNN1"
"2051" "YFR047C" "cluster3" "BNA6"
"2052" "YFR048W" "insignificant" "RMD8"
"2053" "YFR049W" "cluster3" "YMR31"
"2054" "YFR050C" "cluster1" "PRE4"
"2055" "YFR051C" "cluster5" "RET2"
"2056" "YFR052C-A" "insignificant" ""
"2057" "YFR052W" "insignificant" "RPN12"
"2058" "YFR053C" "cluster11" "HXK1"
"2059" "YFR054C" "insignificant" ""
"2060" "YFR055W" "cluster10" "IRC7"
"2061" "YFR056C" "insignificant" ""
"2062" "YFR057W" "insignificant" ""
"2063" "YGL001C" "cluster4" "ERG26"
"2064" "YGL002W" "insignificant" "ERP6"
"2065" "YGL003C" "insignificant" "CDH1"
"2066" "YGL004C" "insignificant" "RPN14"
"2067" "YGL005C" "cluster2" "COG7"
"2068" "YGL006W" "cluster3" "PMC1"
"2069" "YGL006W-A" "insignificant" ""
"2070" "YGL007C-A" "insignificant" ""
"2071" "YGL007W" "insignificant" "BRP1"
"2072" "YGL008C" "insignificant" "PMA1"
"2073" "YGL009C" "insignificant" "LEU1"
"2074" "YGL010W" "insignificant" "MPO1"
"2075" "YGL011C" "cluster1" "SCL1"
"2076" "YGL012W" "cluster4" "ERG4"
"2077" "YGL013C" "cluster1" "PDR1"
"2078" "YGL014C-A" "insignificant" ""
"2079" "YGL014W" "cluster1" "PUF4"
"2080" "YGL015C" "insignificant" ""
"2081" "YGL016W" "insignificant" "KAP122"
"2082" "YGL017W" "insignificant" "ATE1"
"2083" "YGL018C" "insignificant" "JAC1"
"2084" "YGL019W" "insignificant" "CKB1"
"2085" "YGL020C" "insignificant" "GET1"
"2086" "YGL021W" "insignificant" "ALK1"
"2087" "YGL022W" "cluster5" "STT3"
"2088" "YGL023C" "cluster2" "PIB2"
"2089" "YGL024W" "insignificant" ""
"2090" "YGL025C" "cluster1" "PGD1"
"2091" "YGL026C" "cluster4" "TRP5"
"2092" "YGL027C" "cluster5" "CWH41"
"2093" "YGL028C" "cluster4" "SCW11"
"2094" "YGL029W" "cluster6" "CGR1"
"2095" "YGL030W" "cluster7" "RPL30"
"2096" "YGL031C" "cluster7" "RPL24A"
"2097" "YGL032C" "cluster10" "AGA2"
"2098" "YGL033W" "insignificant" "HOP2"
"2099" "YGL034C" "insignificant" ""
"2100" "YGL035C" "cluster2" "MIG1"
"2101" "YGL036W" "insignificant" ""
"2102" "YGL037C" "cluster8" "PNC1"
"2103" "YGL038C" "cluster2" "OCH1"
"2104" "YGL039W" "cluster4" ""
"2105" "YGL040C" "insignificant" "HEM2"
"2106" "YGL041C" "insignificant" ""
"2107" "YGL041C-B" "insignificant" ""
"2108" "YGL041W-A" "insignificant" ""
"2109" "YGL042C" "insignificant" ""
"2110" "YGL043W" "cluster1" "DST1"
"2111" "YGL044C" "insignificant" "RNA15"
"2112" "YGL045W" "cluster3" "RIM8"
"2113" "YGL047W" "cluster3" "ALG13"
"2114" "YGL048C" "insignificant" "RPT6"
"2115" "YGL049C" "cluster1" "TIF4632"
"2116" "YGL050W" "cluster1" "TYW3"
"2117" "YGL051W" "cluster9" "MST27"
"2118" "YGL052W" "cluster9" ""
"2119" "YGL053W" "cluster3" "PRM8"
"2120" "YGL054C" "insignificant" "ERV14"
"2121" "YGL055W" "cluster10" "OLE1"
"2122" "YGL056C" "insignificant" "SDS23"
"2123" "YGL057C" "insignificant" "GEP7"
"2124" "YGL058W" "cluster1" "RAD6"
"2125" "YGL059W" "insignificant" "PKP2"
"2126" "YGL060W" "insignificant" "YBP2"
"2127" "YGL061C" "insignificant" "DUO1"
"2128" "YGL062W" "insignificant" "PYC1"
"2129" "YGL063C-A" "insignificant" ""
"2130" "YGL063W" "insignificant" "PUS2"
"2131" "YGL064C" "insignificant" "MRH4"
"2132" "YGL065C" "cluster1" "ALG2"
"2133" "YGL066W" "insignificant" "SGF73"
"2134" "YGL067W" "insignificant" "NPY1"
"2135" "YGL068W" "insignificant" "MNP1"
"2136" "YGL069C" "insignificant" ""
"2137" "YGL070C" "cluster5" "RPB9"
"2138" "YGL071W" "cluster1" "AFT1"
"2139" "YGL072C" "insignificant" ""
"2140" "YGL073W" "cluster2" "HSF1"
"2141" "YGL074C" "insignificant" ""
"2142" "YGL075C" "cluster2" "MPS2"
"2143" "YGL076C" "cluster7" "RPL7A"
"2144" "YGL077C" "cluster4" "HNM1"
"2145" "YGL078C" "cluster6" "DBP3"
"2146" "YGL079W" "insignificant" "KXD1"
"2147" "YGL080W" "insignificant" "MPC1"
"2148" "YGL081W" "insignificant" ""
"2149" "YGL082W" "cluster2" ""
"2150" "YGL083W" "insignificant" "SCY1"
"2151" "YGL084C" "cluster1" "GUP1"
"2152" "YGL085W" "insignificant" "LCL3"
"2153" "YGL086W" "insignificant" "MAD1"
"2154" "YGL087C" "insignificant" "MMS2"
"2155" "YGL088W" "insignificant" ""
"2156" "YGL089C" "cluster4" "MF(ALPHA)2"
"2157" "YGL090W" "insignificant" "LIF1"
"2158" "YGL091C" "cluster2" "NBP35"
"2159" "YGL092W" "cluster5" "NUP145"
"2160" "YGL093W" "cluster2" "SPC105"
"2161" "YGL094C" "insignificant" "PAN2"
"2162" "YGL095C" "insignificant" "VPS45"
"2163" "YGL096W" "insignificant" "TOS8"
"2164" "YGL097W" "insignificant" "SRM1"
"2165" "YGL098W" "insignificant" "USE1"
"2166" "YGL099W" "cluster6" "LSG1"
"2167" "YGL100W" "cluster1" "SEH1"
"2168" "YGL101W" "cluster5" ""
"2169" "YGL102C" "insignificant" ""
"2170" "YGL103W" "cluster6" "RPL28"
"2171" "YGL104C" "cluster3" "VPS73"
"2172" "YGL105W" "insignificant" "ARC1"
"2173" "YGL106W" "cluster1" "MLC1"
"2174" "YGL107C" "insignificant" "RMD9"
"2175" "YGL108C" "insignificant" ""
"2176" "YGL109W" "insignificant" ""
"2177" "YGL110C" "insignificant" "CUE3"
"2178" "YGL111W" "cluster5" "NSA1"
"2179" "YGL112C" "insignificant" "TAF6"
"2180" "YGL113W" "insignificant" "SLD3"
"2181" "YGL114W" "insignificant" ""
"2182" "YGL115W" "insignificant" "SNF4"
"2183" "YGL116W" "cluster1" "CDC20"
"2184" "YGL117W" "cluster9" ""
"2185" "YGL118C" "insignificant" ""
"2186" "YGL119W" "cluster1" "COQ8"
"2187" "YGL120C" "cluster6" "PRP43"
"2188" "YGL121C" "cluster8" "GPG1"
"2189" "YGL122C" "insignificant" "NAB2"
"2190" "YGL123C-A" "insignificant" ""
"2191" "YGL123W" "cluster7" "RPS2"
"2192" "YGL124C" "insignificant" "MON1"
"2193" "YGL125W" "insignificant" "MET13"
"2194" "YGL126W" "cluster4" "SCS3"
"2195" "YGL127C" "cluster2" "SOH1"
"2196" "YGL128C" "cluster3" "CWC23"
"2197" "YGL129C" "insignificant" "RSM23"
"2198" "YGL130W" "insignificant" "CEG1"
"2199" "YGL131C" "cluster3" "SNT2"
"2200" "YGL132W" "insignificant" ""
"2201" "YGL133W" "insignificant" "ITC1"
"2202" "YGL134W" "cluster2" "PCL10"
"2203" "YGL135W" "cluster7" "RPL1B"
"2204" "YGL136C" "insignificant" "MRM2"
"2205" "YGL137W" "insignificant" "SEC27"
"2206" "YGL138C" "insignificant" ""
"2207" "YGL139W" "cluster1" "FLC3"
"2208" "YGL140C" "cluster1" ""
"2209" "YGL141W" "cluster3" "HUL5"
"2210" "YGL142C" "cluster1" "GPI10"
"2211" "YGL143C" "insignificant" "MRF1"
"2212" "YGL144C" "cluster1" "ROG1"
"2213" "YGL145W" "insignificant" "TIP20"
"2214" "YGL146C" "cluster8" "RRT6"
"2215" "YGL147C" "cluster7" "RPL9A"
"2216" "YGL148W" "cluster7" "ARO2"
"2217" "YGL149W" "insignificant" ""
"2218" "YGL150C" "insignificant" "INO80"
"2219" "YGL151W" "cluster1" "NUT1"
"2220" "YGL152C" "insignificant" ""
"2221" "YGL153W" "insignificant" "PEX14"
"2222" "YGL154C" "insignificant" "LYS5"
"2223" "YGL155W" "insignificant" "CDC43"
"2224" "YGL156W" "insignificant" "AMS1"
"2225" "YGL157W" "cluster4" "ARI1"
"2226" "YGL158W" "insignificant" "RCK1"
"2227" "YGL159W" "cluster1" ""
"2228" "YGL160W" "cluster2" "AIM14"
"2229" "YGL161C" "cluster2" "YIP5"
"2230" "YGL162W" "cluster10" "SUT1"
"2231" "YGL163C" "cluster2" "RAD54"
"2232" "YGL164C" "insignificant" "YRB30"
"2233" "YGL165C" "insignificant" ""
"2234" "YGL166W" "insignificant" "CUP2"
"2235" "YGL167C" "cluster2" "PMR1"
"2236" "YGL168W" "insignificant" "HUR1"
"2237" "YGL169W" "cluster5" "SUA5"
"2238" "YGL170C" "insignificant" "SPO74"
"2239" "YGL171W" "cluster6" "ROK1"
"2240" "YGL172W" "cluster1" "NUP49"
"2241" "YGL173C" "cluster4" "XRN1"
"2242" "YGL174W" "cluster1" "BUD13"
"2243" "YGL175C" "cluster4" "SAE2"
"2244" "YGL176C" "cluster1" ""
"2245" "YGL177W" "insignificant" ""
"2246" "YGL178W" "cluster2" "MPT5"
"2247" "YGL179C" "insignificant" "TOS3"
"2248" "YGL180W" "insignificant" "ATG1"
"2249" "YGL181W" "cluster2" "GTS1"
"2250" "YGL182C" "insignificant" ""
"2251" "YGL183C" "insignificant" "MND1"
"2252" "YGL184C" "insignificant" "STR3"
"2253" "YGL185C" "insignificant" ""
"2254" "YGL186C" "insignificant" "TPN1"
"2255" "YGL187C" "insignificant" "COX4"
"2256" "YGL188C" "insignificant" ""
"2257" "YGL188C-A" "cluster10" ""
"2258" "YGL189C" "cluster7" "RPS26A"
"2259" "YGL190C" "insignificant" "CDC55"
"2260" "YGL191W" "cluster3" "COX13"
"2261" "YGL192W" "cluster3" "IME4"
"2262" "YGL194C" "cluster2" "HOS2"
"2263" "YGL194C-A" "cluster2" ""
"2264" "YGL195W" "cluster5" "GCN1"
"2265" "YGL196W" "cluster3" "DSD1"
"2266" "YGL197W" "insignificant" "MDS3"
"2267" "YGL198W" "insignificant" "YIP4"
"2268" "YGL199C" "insignificant" ""
"2269" "YGL200C" "cluster4" "EMP24"
"2270" "YGL201C" "insignificant" "MCM6"
"2271" "YGL202W" "cluster4" "ARO8"
"2272" "YGL203C" "insignificant" "KEX1"
"2273" "YGL204C" "insignificant" ""
"2274" "YGL205W" "insignificant" "POX1"
"2275" "YGL206C" "insignificant" "CHC1"
"2276" "YGL207W" "cluster1" "SPT16"
"2277" "YGL208W" "cluster3" "SIP2"
"2278" "YGL209W" "cluster4" "MIG2"
"2279" "YGL210W" "cluster1" "YPT32"
"2280" "YGL211W" "cluster1" "NCS6"
"2281" "YGL212W" "cluster2" "VAM7"
"2282" "YGL213C" "insignificant" "SKI8"
"2283" "YGL214W" "insignificant" ""
"2284" "YGL215W" "insignificant" "CLG1"
"2285" "YGL216W" "insignificant" "KIP3"
"2286" "YGL217C" "insignificant" ""
"2287" "YGL218W" "insignificant" ""
"2288" "YGL219C" "cluster2" "MDM34"
"2289" "YGL220W" "insignificant" "BOL2"
"2290" "YGL221C" "cluster1" "NIF3"
"2291" "YGL222C" "insignificant" "EDC1"
"2292" "YGL223C" "cluster2" "COG1"
"2293" "YGL224C" "insignificant" "SDT1"
"2294" "YGL225W" "insignificant" "VRG4"
"2295" "YGL226C-A" "insignificant" "OST5"
"2296" "YGL226W" "cluster2" "MTC3"
"2297" "YGL227W" "cluster3" "VID30"
"2298" "YGL228W" "cluster2" "SHE10"
"2299" "YGL229C" "cluster3" "SAP4"
"2300" "YGL230C" "cluster9" ""
"2301" "YGL231C" "cluster1" "EMC4"
"2302" "YGL232W" "insignificant" "TAN1"
"2303" "YGL233W" "insignificant" "SEC15"
"2304" "YGL234W" "cluster10" "ADE5,7"
"2305" "YGL235W" "insignificant" ""
"2306" "YGL236C" "insignificant" "MTO1"
"2307" "YGL237C" "cluster3" "HAP2"
"2308" "YGL238W" "insignificant" "CSE1"
"2309" "YGL239C" "insignificant" ""
"2310" "YGL240W" "insignificant" "DOC1"
"2311" "YGL241W" "insignificant" "KAP114"
"2312" "YGL242C" "insignificant" ""
"2313" "YGL243W" "insignificant" "TAD1"
"2314" "YGL244W" "insignificant" "RTF1"
"2315" "YGL245W" "cluster7" "GUS1"
"2316" "YGL246C" "cluster5" "RAI1"
"2317" "YGL247W" "insignificant" "BRR6"
"2318" "YGL248W" "insignificant" "PDE1"
"2319" "YGL249W" "insignificant" "ZIP2"
"2320" "YGL250W" "cluster3" "RMR1"
"2321" "YGL251C" "cluster2" "HFM1"
"2322" "YGL252C" "insignificant" "RTG2"
"2323" "YGL253W" "insignificant" "HXK2"
"2324" "YGL254W" "insignificant" "FZF1"
"2325" "YGL255W" "cluster10" "ZRT1"
"2326" "YGL256W" "cluster4" "ADH4"
"2327" "YGL257C" "cluster1" "MNT2"
"2328" "YGL258W" "insignificant" "VEL1"
"2329" "YGL258W-A" "insignificant" ""
"2330" "YGL259W" "insignificant" "YPS5"
"2331" "YGL261C" "insignificant" "PAU11"
"2332" "YGL262W" "insignificant" ""
"2333" "YGR001C" "cluster5" "EFM5"
"2334" "YGR002C" "insignificant" "SWC4"
"2335" "YGR003W" "cluster1" "CUL3"
"2336" "YGR004W" "cluster1" "PEX31"
"2337" "YGR005C" "insignificant" "TFG2"
"2338" "YGR006W" "insignificant" "PRP18"
"2339" "YGR007W" "cluster1" "ECT1"
