"GeneID" "Cluster"
"326" "YCR002C" "cluster1"
"327" "YCR004C" "cluster3"
"328" "YCR005C" "cluster3"
"329" "YCR007C" "cluster6"
"330" "YCR008W" "cluster1"
"331" "YCR009C" "cluster2"
"332" "YCR010C" "cluster10"
"333" "YCR011C" "cluster2"
"334" "YCR012W" "cluster7"
"335" "YCR016W" "cluster4"
"336" "YCR019W" "cluster1"
"337" "YCR020C" "cluster6"
"338" "YCR020C-A" "cluster6"
"339" "YCR021C" "cluster10"
"340" "YCR022C" "cluster7"
"341" "YCR023C" "cluster1"
"342" "YCR024C" "cluster1"
"343" "YCR024C-A" "cluster5"
"344" "YCR025C" "cluster3"
"345" "YCR026C" "cluster1"
"346" "YCR027C" "cluster1"
"347" "YCR028C" "cluster1"
"348" "YCR028C-A" "cluster1"
"349" "YCR030C" "cluster2"
"350" "YCR031C" "cluster9"
"351" "YCR034W" "cluster4"
"352" "YCR035C" "cluster1"
"353" "YCR036W" "cluster1"
"354" "YCR037C" "cluster1"
"355" "YCR043C" "cluster1"
"356" "YCR046C" "cluster2"
"357" "YCR047W-A" "cluster7"
"358" "YCR048W" "cluster7"
"359" "YCR053W" "cluster4"
"360" "YCR057C" "cluster4"
"361" "YCR059C" "cluster1"
"362" "YCR060W" "cluster1"
"363" "YCR061W" "cluster3"
"364" "YCR064C" "cluster8"
"365" "YCR065W" "cluster5"
"366" "YCR068W" "cluster3"
"367" "YCR073C" "cluster1"
"368" "YCR073W-A" "cluster3"
"369" "YCR075C" "cluster6"
"370" "YCR075W-A" "cluster6"
"371" "YCR076C" "cluster3"
"372" "YCR079W" "cluster2"
"373" "YCR081W" "cluster1"
"374" "YCR082W" "cluster2"
"375" "YCR083W" "cluster3"
"376" "YCR084C" "cluster1"
"377" "YCR086W" "cluster1"
"378" "YCR087C-A" "cluster7"
"379" "YCR088W" "cluster2"
"380" "YCR089W" "cluster6"
"381" "YCR091W" "cluster3"
"382" "YCR098C" "cluster10"
"383" "YCR099C" "cluster3"
"384" "YCR100C" "cluster3"
"385" "YCR101C" "cluster3"
"386" "YCR105W" "cluster3"
"387" "YCR106W" "cluster6"
"388" "YCR107W" "cluster6"
"389" "YDL001W" "cluster1"
"390" "YDL003W" "cluster5"
"391" "YDL005C" "cluster1"
"392" "YDL006W" "cluster1"
"393" "YDL007W" "cluster1"
"394" "YDL014W" "cluster4"
"395" "YDL015C" "cluster1"
"396" "YDL016C" "cluster5"
"397" "YDL019C" "cluster2"
"398" "YDL020C" "cluster2"
"399" "YDL021W" "cluster3"
"400" "YDL022W" "cluster3"
"401" "YDL024C" "cluster10"
"402" "YDL025C" "cluster2"
"403" "YDL027C" "cluster2"
"404" "YDL028C" "cluster1"
"405" "YDL029W" "cluster2"
"406" "YDL032W" "cluster8"
"407" "YDL036C" "cluster4"
"408" "YDL040C" "cluster1"
"409" "YDL042C" "cluster1"
"410" "YDL043C" "cluster5"
"411" "YDL044C" "cluster1"
"412" "YDL045C" "cluster1"
