"GeneID" "Cluster" "Name"
"1721" "YER023W" "cluster2" "PRO3"
"1722" "YER024W" "insignificant" "YAT2"
"1723" "YER025W" "cluster2" "GCD11"
"1724" "YER026C" "cluster7" "CHO1"
"1725" "YER027C" "cluster4" "GAL83"
"1726" "YER028C" "cluster7" "MIG3"
"1727" "YER029C" "insignificant" "SMB1"
"1728" "YER030W" "cluster4" "CHZ1"
"1729" "YER031C" "cluster4" "YPT31"
"1730" "YER032W" "insignificant" "FIR1"
"1731" "YER033C" "insignificant" "ZRG8"
"1732" "YER034W" "insignificant" ""
"1733" "YER035W" "cluster6" "EDC2"
"1734" "YER036C" "cluster2" "ARB1"
"1735" "YER037W" "cluster3" "PHM8"
"1736" "YER038C" "insignificant" "KRE29"
"1737" "YER038W-A" "insignificant" "FMP49"
"1738" "YER039C" "insignificant" "HVG1"
"1739" "YER039C-A" "insignificant" ""
"1740" "YER040W" "insignificant" "GLN3"
"1741" "YER041W" "insignificant" "YEN1"
"1742" "YER042W" "insignificant" "MXR1"
"1743" "YER043C" "cluster2" "SAH1"
"1744" "YER044C" "insignificant" "ERG28"
"1745" "YER044C-A" "insignificant" "MEI4"
"1746" "YER045C" "cluster7" "ACA1"
"1747" "YER046W" "insignificant" "SPO73"
"1748" "YER046W-A" "cluster5" ""
"1749" "YER047C" "insignificant" "SAP1"
"1750" "YER048C" "insignificant" "CAJ1"
"1751" "YER048W-A" "cluster4" "ISD11"
"1752" "YER049W" "cluster2" "TPA1"
"1753" "YER050C" "insignificant" "RSM18"
"1754" "YER051W" "cluster4" "JHD1"
"1755" "YER052C" "cluster7" "HOM3"
"1756" "YER053C" "cluster3" "PIC2"
"1757" "YER053C-A" "cluster10" ""
"1758" "YER054C" "cluster3" "GIP2"
"1759" "YER055C" "cluster2" "HIS1"
"1760" "YER056C" "cluster2" "FCY2"
"1761" "YER056C-A" "cluster2" "RPL34A"
"1762" "YER057C" "cluster4" "HMF1"
"1763" "YER058W" "insignificant" "PET117"
"1764" "YER059W" "insignificant" "PCL6"
"1765" "YER060W" "cluster7" "FCY21"
"1766" "YER060W-A" "cluster7" "FCY22"
"1767" "YER061C" "cluster7" "CEM1"
"1768" "YER062C" "cluster3" "GPP2"
"1769" "YER063W" "insignificant" "THO1"
"1770" "YER064C" "cluster7" "VHR2"
"1771" "YER065C" "cluster6" "ICL1"
"1772" "YER066C-A" "insignificant" ""
"1773" "YER066W" "insignificant" "RRT13"
"1774" "YER067C-A" "insignificant" ""
"1775" "YER067W" "cluster1" "RGI1"
"1776" "YER068C-A" "insignificant" ""
"1777" "YER068W" "insignificant" "MOT2"
"1778" "YER069W" "cluster7" "ARG5,6"
"1779" "YER070W" "cluster2" "RNR1"
"1780" "YER071C" "insignificant" "TDA2"
"1781" "YER072W" "cluster2" "VTC1"
"1782" "YER073W" "cluster2" "ALD5"
"1783" "YER074W" "cluster2" "RPS24A"
"1784" "YER074W-A" "insignificant" "YOS1"
"1785" "YER075C" "insignificant" "PTP3"
"1786" "YER076C" "insignificant" ""
"1787" "YER076W-A" "insignificant" ""
"1788" "YER077C" "cluster4" "MRX1"
"1789" "YER078C" "insignificant" "ICP55"
"1790" "YER078W-A" "insignificant" ""
"1791" "YER079C-A" "insignificant" ""
"1792" "YER079W" "insignificant" ""
"1793" "YER080W" "cluster4" "AIM9"
"1794" "YER081W" "cluster3" "SER3"
"1795" "YER082C" "cluster2" "UTP7"
"1796" "YER083C" "insignificant" "GET2"
"1797" "YER084W" "cluster3" ""
"1798" "YER084W-A" "insignificant" ""
"1799" "YER085C" "insignificant" ""
"1800" "YER086W" "cluster2" "ILV1"
"1801" "YER087C-A" "insignificant" ""
"1802" "YER087C-B" "cluster2" "SBH1"
"1803" "YER087W" "insignificant" "AIM10"
"1804" "YER088C" "insignificant" "DOT6"
"1805" "YER088C-A" "insignificant" ""
"1806" "YER088W-B" "insignificant" ""
"1807" "YER089C" "insignificant" "PTC2"
"1808" "YER090C-A" "insignificant" ""
"1809" "YER090W" "cluster4" "TRP2"
"1810" "YER091C" "cluster8" "MET6"
"1811" "YER091C-A" "insignificant" ""
"1812" "YER092W" "insignificant" "IES5"
"1813" "YER093C" "insignificant" "TSC11"
"1814" "YER093C-A" "cluster6" "AIM11"
"1815" "YER094C" "cluster4" "PUP3"
"1816" "YER095W" "cluster6" "RAD51"
"1817" "YER096W" "cluster3" "SHC1"
"1818" "YER097W" "insignificant" ""
"1819" "YER098W" "insignificant" "UBP9"
"1820" "YER099C" "cluster4" "PRS2"
"1821" "YER100W" "cluster4" "UBC6"
"1822" "YER101C" "cluster6" "AST2"
"1823" "YER102W" "cluster2" "RPS8B"
"1824" "YER103W" "cluster3" "SSA4"
"1825" "YER104W" "cluster6" "RTT105"
"1826" "YER105C" "insignificant" "NUP157"
"1827" "YER106W" "insignificant" "MAM1"
"1828" "YER107C" "cluster4" "GLE2"
"1829" "YER107W-A" "insignificant" ""
"1830" "YER110C" "cluster2" "KAP123"
"1831" "YER111C" "cluster7" "SWI4"
"1832" "YER112W" "cluster4" "LSM4"
"1833" "YER113C" "insignificant" "TMN3"
"1834" "YER114C" "cluster4" "BOI2"
"1835" "YER115C" "insignificant" "SPR6"
"1836" "YER116C" "insignificant" "SLX8"
"1837" "YER117W" "cluster2" "RPL23B"
"1838" "YER118C" "insignificant" "SHO1"
"1839" "YER119C" "cluster6" "AVT6"
"1840" "YER119C-A" "insignificant" ""
"1841" "YER120W" "insignificant" "SCS2"
"1842" "YER121W" "insignificant" ""
"1843" "YER122C" "insignificant" "GLO3"
"1844" "YER123W" "cluster4" "YCK3"
"1845" "YER124C" "cluster8" "DSE1"
"1846" "YER125W" "cluster4" "RSP5"
"1847" "YER126C" "cluster2" "NSA2"
"1848" "YER127W" "insignificant" "LCP5"
"1849" "YER128W" "insignificant" "VFA1"
"1850" "YER129W" "insignificant" "SAK1"
"1851" "YER130C" "cluster7" "COM2"
"1852" "YER131W" "cluster2" "RPS26B"
"1853" "YER132C" "cluster4" "PMD1"
"1854" "YER133W" "cluster4" "GLC7"
"1855" "YER133W-A" "insignificant" ""
"1856" "YER134C" "cluster7" ""
"1857" "YER135C" "insignificant" ""
"1858" "YER136W" "cluster4" "GDI1"
"1859" "YER137C" "cluster8" ""
"1860" "YER137W-A" "insignificant" ""
"1861" "YER138C" "insignificant" NA
"1862" "YER138W-A" "insignificant" ""
"1863" "YER139C" "insignificant" "RTR1"
"1864" "YER140W" "insignificant" "EMP65"
"1865" "YER141W" "insignificant" "COX15"
"1866" "YER142C" "cluster6" "MAG1"
"1867" "YER143W" "cluster6" "DDI1"
"1868" "YER144C" "insignificant" "UBP5"
"1869" "YER145C" "cluster2" "FTR1"
"1870" "YER145C-A" "insignificant" ""
"1871" "YER146W" "cluster9" "LSM5"
"1872" "YER147C" "cluster4" "SCC4"
"1873" "YER147C-A" "insignificant" ""
"1874" "YER148W" "cluster4" "SPT15"
"1875" "YER148W-A" "insignificant" ""
"1876" "YER149C" "cluster7" "PEA2"
"1877" "YER150W" "insignificant" "SPI1"
"1878" "YER151C" "insignificant" "UBP3"
"1879" "YER152C" "insignificant" ""
"1880" "YER152W-A" "insignificant" ""
"1881" "YER153C" "cluster3" "PET122"
"1882" "YER154W" "insignificant" "OXA1"
"1883" "YER155C" "cluster4" "BEM2"
"1884" "YER156C" "insignificant" ""
"1885" "YER157W" "insignificant" "COG3"
"1886" "YER158C" "insignificant" ""
"1887" "YER158W-A" "insignificant" ""
"1888" "YER159C" "cluster7" "BUR6"
"1889" "YER160C" "cluster9" NA
"1890" "YER161C" "insignificant" "SPT2"
"1891" "YER162C" "insignificant" "RAD4"
"1892" "YER163C" "cluster6" "GCG1"
"1893" "YER164W" "cluster4" "CHD1"
"1894" "YER165C-A" "insignificant" ""
"1895" "YER165W" "cluster2" "PAB1"
"1896" "YER166W" "cluster4" "DNF1"
"1897" "YER167W" "cluster4" "BCK2"
"1898" "YER168C" "insignificant" "CCA1"
"1899" "YER169W" "cluster7" "RPH1"
"1900" "YER170W" "cluster6" "ADK2"
"1901" "YER171W" "insignificant" "RAD3"
"1902" "YER172C" "cluster4" "BRR2"
"1903" "YER172C-A" "insignificant" ""
"1904" "YER173W" "cluster4" "RAD24"
"1905" "YER174C" "cluster4" "GRX4"
"1906" "YER175C" "insignificant" "TMT1"
"1907" "YER175W-A" "insignificant" ""
"1908" "YER176W" "insignificant" "ECM32"
"1909" "YER177W" "cluster4" "BMH1"
"1910" "YER178W" "cluster4" "PDA1"
"1911" "YER179W" "cluster3" "DMC1"
"1912" "YER180C" "cluster4" "ISC10"
"1913" "YER180C-A" "cluster7" "SLO1"
"1914" "YER181C" "insignificant" ""
"1915" "YER182W" "insignificant" "FMP10"
"1916" "YER183C" "insignificant" "FAU1"
"1917" "YER184C" "cluster6" "TOG1"
"1918" "YER185W" "cluster3" "PUG1"
"1919" "YER186C" "cluster4" ""
"1920" "YER187W" "insignificant" ""
"1921" "YER188C-A" "insignificant" ""
"1922" "YER188W" "cluster9" ""
"1923" "YER189W" "insignificant" ""
"1924" "YER190W" "insignificant" "YRF1-2"
"1925" "YFL001W" "cluster4" "DEG1"
"1926" "YFL002C" "cluster4" "SPB4"
"1927" "YFL002W-A" "insignificant" NA
"1928" "YFL003C" "insignificant" "MSH4"
"1929" "YFL004W" "cluster4" "VTC2"
"1930" "YFL005W" "cluster4" "SEC4"
"1931" "YFL007W" "insignificant" "BLM10"
"1932" "YFL008W" "insignificant" "SMC1"
"1933" "YFL009W" "insignificant" "CDC4"
"1934" "YFL010C" "cluster7" "WWM1"
"1935" "YFL010W-A" "insignificant" "AUA1"
"1936" "YFL011W" "insignificant" "HXT10"
"1937" "YFL012W" "insignificant" ""
"1938" "YFL012W-A" "insignificant" ""
"1939" "YFL013C" "cluster4" "IES1"
"1940" "YFL013W-A" "insignificant" ""
"1941" "YFL014W" "cluster10" "HSP12"
"1942" "YFL015C" "cluster3" ""
"1943" "YFL015W-A" "insignificant" ""
"1944" "YFL016C" "cluster6" "MDJ1"
"1945" "YFL017C" "cluster4" "GNA1"
"1946" "YFL017W-A" "cluster4" "SMX2"
"1947" "YFL018C" "cluster4" "LPD1"
"1948" "YFL019C" "insignificant" ""
"1949" "YFL020C" "insignificant" "PAU5"
"1950" "YFL021C-A" "insignificant" ""
"1951" "YFL021W" "insignificant" "GAT1"
"1952" "YFL022C" "insignificant" "FRS2"
"1953" "YFL023W" "cluster2" "BUD27"
"1954" "YFL024C" "insignificant" "EPL1"
"1955" "YFL025C" "insignificant" "BST1"
"1956" "YFL026W" "cluster7" "STE2"
"1957" "YFL027C" "cluster4" "GYP8"
"1958" "YFL028C" "cluster4" "CAF16"
"1959" "YFL029C" "cluster4" "CAK1"
"1960" "YFL030W" "cluster3" "AGX1"
"1961" "YFL031C-A" "insignificant" ""
"1962" "YFL031W" "cluster8" "HAC1"
"1963" "YFL032W" "insignificant" ""
"1964" "YFL033C" "insignificant" "RIM15"
"1965" "YFL034C-A" "cluster2" "RPL22B"
"1966" "YFL034C-B" "cluster4" "MOB2"
"1967" "YFL034W" "cluster4" "MIL1"
"1968" "YFL036W" "insignificant" "RPO41"
"1969" "YFL037W" "cluster2" "TUB2"
"1970" "YFL038C" "cluster4" "YPT1"
"1971" "YFL039C" "cluster2" "ACT1"
"1972" "YFL040W" "insignificant" ""
"1973" "YFL041W" "cluster4" "FET5"
"1974" "YFL041W-A" "insignificant" ""
"1975" "YFL042C" "cluster6" "LAM5"
"1976" "YFL044C" "insignificant" "OTU1"
"1977" "YFL045C" "cluster2" "SEC53"
"1978" "YFL046W" "cluster4" "FMP32"
"1979" "YFL047W" "cluster4" "RGD2"
"1980" "YFL048C" "cluster4" "EMP47"
"1981" "YFL049W" "cluster4" "SWP82"
"1982" "YFL050C" "cluster6" "ALR2"
"1983" "YFL051C" "insignificant" ""
"1984" "YFL052W" "insignificant" "ZNF1"
"1985" "YFL053W" "cluster9" "DAK2"
"1986" "YFL054C" "cluster3" "AQY3"
"1987" "YFL055W" "cluster3" "AGP3"
"1988" "YFL056C" "cluster3" NA
"1989" "YFL058W" "cluster10" "THI5"
"1990" "YFL059W" "cluster3" "SNZ3"
"1991" "YFL060C" "insignificant" "SNO3"
"1992" "YFL061W" "insignificant" "DDI2"
"1993" "YFL062W" "insignificant" "COS4"
"1994" "YFL063W" "insignificant" ""
"1995" "YFL064C" "insignificant" ""
"1996" "YFL065C" "insignificant" ""
"1997" "YFL066C" "insignificant" ""
"1998" "YFL067W" "insignificant" ""
"1999" "YFR001W" "cluster2" "LOC1"
"2000" "YFR002W" "insignificant" "NIC96"
"2001" "YFR003C" "cluster6" "YPI1"
"2002" "YFR004W" "cluster4" "RPN11"
"2003" "YFR005C" "cluster4" "SAD1"
"2004" "YFR006W" "cluster4" ""
"2005" "YFR007W" "insignificant" "YFH7"
"2006" "YFR008W" "insignificant" "FAR7"
"2007" "YFR009W" "cluster4" "GCN20"
"2008" "YFR010W" "cluster4" "UBP6"
"2009" "YFR011C" "cluster6" "MIC19"
"2010" "YFR012W" "insignificant" "DCV1"
"2011" "YFR012W-A" "insignificant" ""
"2012" "YFR013W" "cluster4" "IOC3"
"2013" "YFR014C" "cluster6" "CMK1"
"2014" "YFR015C" "cluster10" "GSY1"
"2015" "YFR016C" "cluster4" ""
"2016" "YFR017C" "cluster3" "IGD1"
"2017" "YFR018C" "cluster7" ""
"2018" "YFR019W" "cluster4" "FAB1"
"2019" "YFR020W" "insignificant" "CSS2"
"2020" "YFR021W" "cluster4" "ATG18"
"2021" "YFR022W" "insignificant" "ROG3"
"2022" "YFR023W" "insignificant" "PES4"
"2023" "YFR024C-A" "cluster4" "LSB3"
"2024" "YFR025C" "insignificant" "HIS2"
"2025" "YFR026C" "cluster6" "ULI1"
"2026" "YFR027W" "cluster7" "ECO1"
"2027" "YFR028C" "cluster4" "CDC14"
"2028" "YFR029W" "insignificant" "PTR3"
"2029" "YFR030W" "cluster7" "MET10"
"2030" "YFR031C" "cluster4" "SMC2"
"2031" "YFR031C-A" "cluster2" "RPL2A"
"2032" "YFR032C" "cluster9" "RRT5"
"2033" "YFR032C-A" "cluster2" "RPL29"
"2034" "YFR032C-B" "insignificant" ""
"2035" "YFR033C" "cluster6" "QCR6"
"2036" "YFR034C" "cluster7" "PHO4"
"2037" "YFR034W-A" "cluster5" ""
"2038" "YFR035C" "insignificant" ""
"2039" "YFR036W" "cluster7" "CDC26"
"2040" "YFR036W-A" "insignificant" ""
"2041" "YFR037C" "cluster2" "RSC8"
"2042" "YFR038W" "cluster4" "IRC5"
"2043" "YFR039C" "cluster4" "OSW7"
"2044" "YFR040W" "insignificant" "SAP155"
"2045" "YFR041C" "cluster4" "ERJ5"
"2046" "YFR042W" "cluster4" "KEG1"
"2047" "YFR043C" "insignificant" "IRC6"
"2048" "YFR044C" "insignificant" "DUG1"
"2049" "YFR045W" "insignificant" ""
"2050" "YFR046C" "insignificant" "CNN1"
"2051" "YFR047C" "cluster6" "BNA6"
"2052" "YFR048W" "insignificant" "RMD8"
"2053" "YFR049W" "cluster6" "YMR31"
"2054" "YFR050C" "cluster4" "PRE4"
"2055" "YFR051C" "cluster4" "RET2"
"2056" "YFR052C-A" "insignificant" ""
"2057" "YFR052W" "cluster4" "RPN12"
"2058" "YFR053C" "cluster10" "HXK1"
"2059" "YFR054C" "insignificant" ""
"2060" "YFR055W" "cluster8" "IRC7"
"2061" "YFR056C" "insignificant" ""
"2062" "YFR057W" "insignificant" ""
"2063" "YGL001C" "insignificant" "ERG26"
"2064" "YGL002W" "insignificant" "ERP6"
"2065" "YGL003C" "insignificant" "CDH1"
"2066" "YGL004C" "insignificant" "RPN14"
"2067" "YGL005C" "cluster4" "COG7"
"2068" "YGL006W" "cluster6" "PMC1"
"2069" "YGL006W-A" "insignificant" ""
"2070" "YGL007C-A" "insignificant" ""
"2071" "YGL007W" "insignificant" "BRP1"
"2072" "YGL008C" "cluster2" "PMA1"
"2073" "YGL009C" "insignificant" "LEU1"
"2074" "YGL010W" "cluster6" "MPO1"
"2075" "YGL011C" "cluster4" "SCL1"
"2076" "YGL012W" "cluster2" "ERG4"
"2077" "YGL013C" "cluster4" "PDR1"
"2078" "YGL014C-A" "insignificant" ""
"2079" "YGL014W" "cluster4" "PUF4"
"2080" "YGL015C" "insignificant" ""
"2081" "YGL016W" "cluster2" "KAP122"
"2082" "YGL017W" "insignificant" "ATE1"
"2083" "YGL018C" "insignificant" "JAC1"
"2084" "YGL019W" "insignificant" "CKB1"
"2085" "YGL020C" "insignificant" "GET1"
"2086" "YGL021W" "insignificant" "ALK1"
"2087" "YGL022W" "cluster4" "STT3"
"2088" "YGL023C" "cluster4" "PIB2"
"2089" "YGL024W" "insignificant" ""
"2090" "YGL025C" "cluster4" "PGD1"
"2091" "YGL026C" "cluster2" "TRP5"
"2092" "YGL027C" "insignificant" "CWH41"
"2093" "YGL028C" "cluster8" "SCW11"
"2094" "YGL029W" "cluster2" "CGR1"
"2095" "YGL030W" "cluster2" "RPL30"
"2096" "YGL031C" "cluster2" "RPL24A"
"2097" "YGL032C" "cluster8" "AGA2"
"2098" "YGL033W" "insignificant" "HOP2"
"2099" "YGL034C" "cluster3" ""
"2100" "YGL035C" "cluster7" "MIG1"
"2101" "YGL036W" "insignificant" ""
"2102" "YGL037C" "cluster3" "PNC1"
"2103" "YGL038C" "cluster4" "OCH1"
"2104" "YGL039W" "cluster2" ""
"2105" "YGL040C" "insignificant" "HEM2"
"2106" "YGL041C" "insignificant" ""
"2107" "YGL041C-B" "insignificant" ""
"2108" "YGL041W-A" "cluster7" ""
"2109" "YGL042C" "insignificant" ""
"2110" "YGL043W" "cluster4" "DST1"
"2111" "YGL044C" "insignificant" "RNA15"
"2112" "YGL045W" "insignificant" "RIM8"
"2113" "YGL047W" "cluster6" "ALG13"
"2114" "YGL048C" "cluster4" "RPT6"
"2115" "YGL049C" "cluster4" "TIF4632"
"2116" "YGL050W" "cluster4" "TYW3"
"2117" "YGL051W" "cluster3" "MST27"
"2118" "YGL052W" "cluster3" ""
"2119" "YGL053W" "cluster6" "PRM8"
"2120" "YGL054C" "cluster4" "ERV14"
"2121" "YGL055W" "cluster3" "OLE1"
"2122" "YGL056C" "insignificant" "SDS23"
"2123" "YGL057C" "insignificant" "GEP7"
"2124" "YGL058W" "insignificant" "RAD6"
"2125" "YGL059W" "insignificant" "PKP2"
"2126" "YGL060W" "cluster4" "YBP2"
"2127" "YGL061C" "insignificant" "DUO1"
"2128" "YGL062W" "cluster3" "PYC1"
"2129" "YGL063C-A" "insignificant" ""
"2130" "YGL063W" "insignificant" "PUS2"
"2131" "YGL064C" "insignificant" "MRH4"
"2132" "YGL065C" "cluster4" "ALG2"
"2133" "YGL066W" "cluster4" "SGF73"
"2134" "YGL067W" "insignificant" "NPY1"
"2135" "YGL068W" "insignificant" "MNP1"
"2136" "YGL069C" "insignificant" ""
"2137" "YGL070C" "cluster4" "RPB9"
"2138" "YGL071W" "insignificant" "AFT1"
"2139" "YGL072C" "insignificant" ""
"2140" "YGL073W" "cluster4" "HSF1"
"2141" "YGL074C" "insignificant" ""
"2142" "YGL075C" "insignificant" "MPS2"
"2143" "YGL076C" "cluster2" "RPL7A"
"2144" "YGL077C" "cluster2" "HNM1"
"2145" "YGL078C" "cluster2" "DBP3"
"2146" "YGL079W" "insignificant" "KXD1"
"2147" "YGL080W" "insignificant" "MPC1"
"2148" "YGL081W" "insignificant" ""
"2149" "YGL082W" "cluster4" ""
"2150" "YGL083W" "insignificant" "SCY1"
"2151" "YGL084C" "cluster4" "GUP1"
"2152" "YGL085W" "cluster4" "LCL3"
"2153" "YGL086W" "insignificant" "MAD1"
"2154" "YGL087C" "cluster6" "MMS2"
"2155" "YGL088W" "insignificant" ""
"2156" "YGL089C" "cluster7" "MF(ALPHA)2"
"2157" "YGL090W" "insignificant" "LIF1"
"2158" "YGL091C" "cluster4" "NBP35"
"2159" "YGL092W" "cluster4" "NUP145"
"2160" "YGL093W" "cluster4" "SPC105"
"2161" "YGL094C" "cluster4" "PAN2"
"2162" "YGL095C" "insignificant" "VPS45"
"2163" "YGL096W" "cluster6" "TOS8"
"2164" "YGL097W" "cluster4" "SRM1"
"2165" "YGL098W" "insignificant" "USE1"
"2166" "YGL099W" "cluster2" "LSG1"
"2167" "YGL100W" "cluster4" "SEH1"
"2168" "YGL101W" "insignificant" ""
"2169" "YGL102C" "insignificant" ""
"2170" "YGL103W" "cluster8" "RPL28"
"2171" "YGL104C" "cluster6" "VPS73"
"2172" "YGL105W" "insignificant" "ARC1"
"2173" "YGL106W" "insignificant" "MLC1"
"2174" "YGL107C" "insignificant" "RMD9"
"2175" "YGL108C" "insignificant" ""
"2176" "YGL109W" "insignificant" ""
"2177" "YGL110C" "insignificant" "CUE3"
"2178" "YGL111W" "insignificant" "NSA1"
"2179" "YGL112C" "insignificant" "TAF6"
"2180" "YGL113W" "insignificant" "SLD3"
"2181" "YGL114W" "insignificant" ""
"2182" "YGL115W" "insignificant" "SNF4"
"2183" "YGL116W" "cluster4" "CDC20"
"2184" "YGL117W" "cluster3" ""
"2185" "YGL118C" "insignificant" ""
"2186" "YGL119W" "cluster4" "COQ8"
"2187" "YGL120C" "cluster2" "PRP43"
"2188" "YGL121C" "insignificant" "GPG1"
"2189" "YGL122C" "insignificant" "NAB2"
"2190" "YGL123C-A" "insignificant" ""
"2191" "YGL123W" "cluster2" "RPS2"
"2192" "YGL124C" "insignificant" "MON1"
"2193" "YGL125W" "cluster3" "MET13"
"2194" "YGL126W" "cluster7" "SCS3"
"2195" "YGL127C" "cluster7" "SOH1"
"2196" "YGL128C" "cluster6" "CWC23"
"2197" "YGL129C" "insignificant" "RSM23"
"2198" "YGL130W" "cluster4" "CEG1"
"2199" "YGL131C" "insignificant" "SNT2"
"2200" "YGL132W" "insignificant" ""
"2201" "YGL133W" "insignificant" "ITC1"
"2202" "YGL134W" "insignificant" "PCL10"
"2203" "YGL135W" "cluster2" "RPL1B"
"2204" "YGL136C" "cluster4" "MRM2"
"2205" "YGL137W" "insignificant" "SEC27"
"2206" "YGL138C" "insignificant" ""
"2207" "YGL139W" "insignificant" "FLC3"
"2208" "YGL140C" "cluster4" ""
"2209" "YGL141W" "insignificant" "HUL5"
"2210" "YGL142C" "cluster4" "GPI10"
"2211" "YGL143C" "insignificant" "MRF1"
"2212" "YGL144C" "cluster4" "ROG1"
"2213" "YGL145W" "insignificant" "TIP20"
"2214" "YGL146C" "cluster3" "RRT6"
"2215" "YGL147C" "cluster2" "RPL9A"
"2216" "YGL148W" "insignificant" "ARO2"
"2217" "YGL149W" "insignificant" ""
"2218" "YGL150C" "insignificant" "INO80"
"2219" "YGL151W" "insignificant" "NUT1"
"2220" "YGL152C" "insignificant" ""
"2221" "YGL153W" "cluster6" "PEX14"
"2222" "YGL154C" "insignificant" "LYS5"
"2223" "YGL155W" "cluster4" "CDC43"
"2224" "YGL156W" "insignificant" "AMS1"
"2225" "YGL157W" "insignificant" "ARI1"
"2226" "YGL158W" "insignificant" "RCK1"
"2227" "YGL159W" "cluster4" ""
"2228" "YGL160W" "cluster4" "AIM14"
"2229" "YGL161C" "cluster4" "YIP5"
"2230" "YGL162W" "cluster8" "SUT1"
"2231" "YGL163C" "cluster4" "RAD54"
"2232" "YGL164C" "insignificant" "YRB30"
"2233" "YGL165C" "insignificant" ""
"2234" "YGL166W" "cluster3" "CUP2"
"2235" "YGL167C" "cluster7" "PMR1"
"2236" "YGL168W" "insignificant" "HUR1"
"2237" "YGL169W" "cluster4" "SUA5"
"2238" "YGL170C" "insignificant" "SPO74"
"2239" "YGL171W" "cluster2" "ROK1"
"2240" "YGL172W" "cluster4" "NUP49"
"2241" "YGL173C" "insignificant" "XRN1"
"2242" "YGL174W" "cluster4" "BUD13"
"2243" "YGL175C" "cluster7" "SAE2"
"2244" "YGL176C" "insignificant" ""
"2245" "YGL177W" "insignificant" ""
"2246" "YGL178W" "cluster7" "MPT5"
"2247" "YGL179C" "insignificant" "TOS3"
"2248" "YGL180W" "insignificant" "ATG1"
"2249" "YGL181W" "cluster4" "GTS1"
"2250" "YGL182C" "insignificant" ""
"2251" "YGL183C" "insignificant" "MND1"
"2252" "YGL184C" "cluster9" "STR3"
"2253" "YGL185C" "insignificant" ""
"2254" "YGL186C" "cluster4" "TPN1"
"2255" "YGL187C" "insignificant" "COX4"
"2256" "YGL188C" "cluster3" ""
"2257" "YGL188C-A" "cluster8" ""
"2258" "YGL189C" "cluster2" "RPS26A"
"2259" "YGL190C" "insignificant" "CDC55"
"2260" "YGL191W" "cluster6" "COX13"
"2261" "YGL192W" "cluster6" "IME4"
"2262" "YGL194C" "cluster4" "HOS2"
"2263" "YGL194C-A" "cluster7" ""
"2264" "YGL195W" "cluster2" "GCN1"
"2265" "YGL196W" "insignificant" "DSD1"
"2266" "YGL197W" "cluster6" "MDS3"
"2267" "YGL198W" "insignificant" "YIP4"
"2268" "YGL199C" "insignificant" ""
"2269" "YGL200C" "cluster4" "EMP24"
"2270" "YGL201C" "insignificant" "MCM6"
"2271" "YGL202W" "cluster2" "ARO8"
"2272" "YGL203C" "cluster4" "KEX1"
"2273" "YGL204C" "insignificant" ""
"2274" "YGL205W" "insignificant" "POX1"
"2275" "YGL206C" "insignificant" "CHC1"
"2276" "YGL207W" "cluster4" "SPT16"
"2277" "YGL208W" "cluster6" "SIP2"
"2278" "YGL209W" "cluster7" "MIG2"
"2279" "YGL210W" "insignificant" "YPT32"
"2280" "YGL211W" "cluster4" "NCS6"
"2281" "YGL212W" "cluster4" "VAM7"
"2282" "YGL213C" "insignificant" "SKI8"
"2283" "YGL214W" "insignificant" ""
"2284" "YGL215W" "cluster7" "CLG1"
"2285" "YGL216W" "insignificant" "KIP3"
"2286" "YGL217C" "insignificant" ""
"2287" "YGL218W" "insignificant" ""
"2288" "YGL219C" "cluster4" "MDM34"
"2289" "YGL220W" "insignificant" "BOL2"
"2290" "YGL221C" "cluster4" "NIF3"
"2291" "YGL222C" "insignificant" "EDC1"
"2292" "YGL223C" "cluster4" "COG1"
"2293" "YGL224C" "cluster4" "SDT1"
"2294" "YGL225W" "insignificant" "VRG4"
"2295" "YGL226C-A" "insignificant" "OST5"
"2296" "YGL226W" "cluster4" "MTC3"
"2297" "YGL227W" "cluster6" "VID30"
"2298" "YGL228W" "cluster4" "SHE10"
"2299" "YGL229C" "cluster6" "SAP4"
"2300" "YGL230C" "cluster3" ""
"2301" "YGL231C" "cluster4" "EMC4"
"2302" "YGL232W" "cluster4" "TAN1"
"2303" "YGL233W" "insignificant" "SEC15"
"2304" "YGL234W" "cluster8" "ADE5,7"
"2305" "YGL235W" "insignificant" ""
"2306" "YGL236C" "cluster7" "MTO1"
"2307" "YGL237C" "cluster6" "HAP2"
"2308" "YGL238W" "insignificant" "CSE1"
"2309" "YGL239C" "insignificant" ""
"2310" "YGL240W" "cluster7" "DOC1"
"2311" "YGL241W" "insignificant" "KAP114"
"2312" "YGL242C" "insignificant" ""
"2313" "YGL243W" "insignificant" "TAD1"
"2314" "YGL244W" "insignificant" "RTF1"
"2315" "YGL245W" "cluster2" "GUS1"
"2316" "YGL246C" "cluster4" "RAI1"
"2317" "YGL247W" "cluster4" "BRR6"
"2318" "YGL248W" "insignificant" "PDE1"
"2319" "YGL249W" "insignificant" "ZIP2"
"2320" "YGL250W" "cluster6" "RMR1"
"2321" "YGL251C" "cluster6" "HFM1"
"2322" "YGL252C" "insignificant" "RTG2"
"2323" "YGL253W" "insignificant" "HXK2"
"2324" "YGL254W" "cluster7" "FZF1"
"2325" "YGL255W" "cluster8" "ZRT1"
"2326" "YGL256W" "insignificant" "ADH4"
"2327" "YGL257C" "cluster4" "MNT2"
